time,CapDev_time,DA_time,DK1 2025 (2014 WY),DK1 2035 (2014 WY),DK1 2045 (2014 WY),DK1 2025 (2012 WY),DK1 2035 (2012 WY),DK1 2045 (2012 WY),DK1 2025 (1985 WY),DK1 2045 (1985 WY),DK1 2045 (1985 WY)
15/01/2014 14.00,S02.T063,S010.T15,34.949,45.686,43.866,23.454,14.047,3.688,42.737,61.463,61.162
15/01/2014 15.00,S02.T064,S010.T16,35.097,45.626,45.367,26.103,14.79,4.581,43.313,62.579,62.754
15/01/2014 16.00,S02.T065,S010.T17,34.729,45.626,45.367,23.817,14.79,4.581,43.313,62.81,63.108
15/01/2014 17.00,S02.T066,S010.T18,34.566,45.626,45.367,23.559,14.79,4.581,43.313,62.579,63.108
15/01/2014 18.00,S02.T067,S010.T19,33.59,45.626,45.367,23.454,14.642,4.581,43.313,62.579,63.108
15/01/2014 19.00,S02.T068,S010.T20,32.948,45.626,45.367,23.118,14.642,4.581,42.737,62.579,63.108
15/01/2014 20.00,S02.T069,S010.T21,32.934,45.626,45.367,23.002,14.642,4.581,42.697,62.579,63.108
15/01/2014 21.00,S02.T070,S010.T22,32.934,45.626,45.367,22.603,14.642,4.581,42.697,62.579,63.108
15/01/2014 22.00,S02.T071,S010.T23,32.934,45.626,45.367,22.603,14.642,4.581,42.54,62.579,63.108
15/01/2014 23.00,S02.T072,S010.T24,32.934,45.626,45.367,22.603,14.642,4.581,42.697,62.579,63.108
16/01/2014 00.00,S02.T073,S011.T01,25.871,42.478,14.114,21.908,15.041,4.849,44.746,64.534,75.091
16/01/2014 01.00,S02.T074,S011.T02,24.937,42.193,14.114,21.908,15.041,4.849,44.746,64.534,75.091
16/01/2014 02.00,S02.T075,S011.T03,24.937,42.193,14.114,21.908,15.041,4.849,44.746,64.534,75.091
16/01/2014 03.00,S02.T076,S011.T04,24.937,42.193,14.114,21.908,15.041,4.849,44.746,64.534,75.091
16/01/2014 04.00,S02.T077,S011.T05,24.937,42.193,14.114,21.908,15.041,4.849,44.746,64.534,75.091
16/01/2014 05.00,S02.T078,S011.T06,25.289,42.193,14.114,22.759,15.041,4.849,45.323,64.534,75.091
16/01/2014 06.00,S02.T079,S011.T07,26.522,42.478,13.784,24.973,14.862,4.448,46.224,62.706,73.985
16/01/2014 07.00,S02.T080,S011.T08,27.193,43.664,13.962,24.764,12.966,3.793,47.65,63.05,75.041
16/01/2014 08.00,S02.T081,S011.T09,26.522,43.237,13.905,23.402,13.026,3.793,46.426,62.863,74.518
16/01/2014 09.00,S02.T082,S011.T10,26.522,42.478,12.806,23.402,12.966,3.793,45.076,60.899,73.46
16/01/2014 10.00,S02.T083,S011.T11,31.573,43.445,12.807,23.402,12.738,3.747,43.233,59.242,71.711
16/01/2014 11.00,S02.T084,S011.T12,28.387,43.071,12.839,23.39,12.735,3.731,43.233,60.117,71.711
16/01/2014 12.00,S02.T085,S011.T13,26.661,42.52,12.839,22.759,12.735,3.731,43.24,61.295,71.892
16/01/2014 13.00,S02.T086,S011.T14,26.522,42.277,12.839,22.759,12.735,3.731,44.746,62.042,73.417
16/01/2014 14.00,S02.T087,S011.T15,26.522,42.193,12.839,22.759,12.735,3.747,45.413,62.29,74.072
16/01/2014 15.00,S02.T088,S011.T16,26.522,42.511,14.114,23.402,14.479,4.759,46.202,64.534,75.032
16/01/2014 16.00,S02.T089,S011.T17,26.522,42.511,14.114,23.478,15.041,4.849,53.939,64.534,75.091
16/01/2014 17.00,S02.T090,S011.T18,26.522,42.511,14.114,23.478,15.041,4.849,48.667,64.534,75.091
16/01/2014 18.00,S02.T091,S011.T19,26.522,42.354,14.114,23.402,15.041,4.849,47.758,64.534,75.091
16/01/2014 19.00,S02.T092,S011.T20,25.97,42.193,14.114,23.402,15.041,4.849,46.644,64.534,75.091
16/01/2014 20.00,S02.T093,S011.T21,25.97,42.193,14.114,22.194,15.96,4.849,46.209,64.534,75.091
16/01/2014 21.00,S02.T094,S011.T22,25.97,42.193,14.114,22.194,15.96,4.849,45.873,64.534,75.091
16/01/2014 22.00,S02.T095,S011.T23,25.513,42.193,14.114,22.194,15.628,4.849,45.271,64.534,75.091
16/01/2014 23.00,S02.T096,S011.T24,24.937,42.193,14.114,22.194,15.459,4.849,45.271,64.534,75.091
17/01/2014 00.00,S02.T097,S012.T01,30.156,44.06,17.357,20.428,21.385,7.512,74.255,93.188,76.111
17/01/2014 01.00,S02.T098,S012.T02,30.156,44.06,17.357,20.428,21.385,7.512,74.255,93.188,76.111
17/01/2014 02.00,S02.T099,S012.T03,30.156,44.06,17.357,20.428,21.385,7.512,74.255,93.188,76.111
17/01/2014 03.00,S02.T100,S012.T04,30.156,44.06,17.357,20.428,21.385,7.512,74.255,93.188,76.111
17/01/2014 04.00,S02.T101,S012.T05,30.369,44.06,17.357,20.428,21.385,7.512,74.255,93.188,76.111
17/01/2014 05.00,S02.T102,S012.T06,30.789,44.06,17.357,21.658,21.385,7.512,75.231,93.188,76.111
17/01/2014 06.00,S02.T103,S012.T07,32.759,43.648,16.811,25.452,21.347,6.47,77.891,67.564,73.687
17/01/2014 07.00,S02.T104,S012.T08,34.2,44.198,16.457,28.33,25.099,7.736,96.926,65.704,73.144
17/01/2014 08.00,S02.T105,S012.T09,34.098,43.971,16.635,28.206,23.368,7.276,76.686,66.845,73.144
17/01/2014 09.00,S02.T106,S012.T10,33.148,42.828,15.549,21.658,17.161,5.019,52.418,64.559,70.74
17/01/2014 10.00,S02.T107,S012.T11,34.098,43.432,15.549,20.165,16.433,3.748,46.751,63.604,70.481
17/01/2014 11.00,S02.T108,S012.T12,33.411,43.923,15.802,19.154,15.837,3.748,46.898,63.604,70.481
17/01/2014 12.00,S02.T109,S012.T13,33.411,43.923,15.912,19.154,15.837,3.748,47.79,64.346,70.884
17/01/2014 13.00,S02.T110,S012.T14,32.725,44.203,17.001,19.154,15.837,3.748,69.808,65.503,73.036
17/01/2014 14.00,S02.T111,S012.T15,32.725,44.06,17.285,20.428,16.433,5.904,77.745,67.199,74.109
17/01/2014 15.00,S02.T112,S012.T16,32.725,44.06,17.357,22.489,21.385,7.512,100.931,128.389,76.111
17/01/2014 16.00,S02.T113,S012.T17,32.725,44.668,17.357,22.489,21.385,7.512,104.471,128.389,76.111
17/01/2014 17.00,S02.T114,S012.T18,32.374,44.229,17.357,22.489,21.385,7.512,100.863,128.389,76.111
17/01/2014 18.00,S02.T115,S012.T19,31.402,44.06,17.357,22.489,21.385,7.512,99.168,128.389,76.111
17/01/2014 19.00,S02.T116,S012.T20,30.369,44.06,17.357,22.118,21.385,7.512,97.964,128.389,76.111
17/01/2014 20.00,S02.T117,S012.T21,30.253,44.06,17.357,21.658,21.385,7.512,97.777,128.389,76.111
17/01/2014 21.00,S02.T118,S012.T22,30.156,44.06,17.357,21.658,21.385,7.512,97.777,128.389,76.111
17/01/2014 22.00,S02.T119,S012.T23,30.156,44.06,17.357,21.175,21.385,7.512,97.763,128.389,76.111
17/01/2014 23.00,S02.T120,S012.T24,30.156,44.06,17.357,20.438,21.385,7.512,96.551,128.389,76.111
18/01/2014 00.00,S02.T121,S013.T01,25.642,41.991,14.153,24.947,44.411,43.54,101.113,162.74,183.36
18/01/2014 01.00,S02.T122,S013.T02,25.642,41.991,14.153,24.947,44.411,43.54,101.113,162.74,183.36
18/01/2014 02.00,S02.T123,S013.T03,25.516,41.991,14.153,24.947,44.411,43.54,101.113,162.74,183.36
18/01/2014 03.00,S02.T124,S013.T04,25.642,41.991,14.153,24.947,44.411,43.54,101.113,162.74,183.36
18/01/2014 04.00,S02.T125,S013.T05,25.642,41.991,14.153,24.947,44.411,43.54,101.113,162.74,183.36
18/01/2014 05.00,S02.T126,S013.T06,26.331,41.991,14.153,24.947,44.411,43.54,101.113,162.74,183.36
18/01/2014 06.00,S02.T127,S013.T07,26.68,41.991,14.153,26.297,44.411,43.54,101.113,162.74,183.36
18/01/2014 07.00,S02.T128,S013.T08,26.966,41.991,14.153,27.197,45.285,43.54,104.538,162.74,183.36
18/01/2014 08.00,S02.T129,S013.T09,26.887,41.991,14.11,27.618,45.629,43.088,108.376,162.74,177.972
18/01/2014 09.00,S02.T130,S013.T10,26.65,40.691,12.731,27.197,40.317,40.156,102.964,155.753,163.325
18/01/2014 10.00,S02.T131,S013.T11,26.331,40.691,12.731,27.427,40.317,38.823,101.113,155.753,163.325
18/01/2014 11.00,S02.T132,S013.T12,27.925,40.691,12.731,27.693,40.317,38.823,101.113,155.753,163.325
18/01/2014 12.00,S02.T133,S013.T13,29.05,40.968,12.731,28.601,40.384,39.075,101.662,155.753,163.325
18/01/2014 13.00,S02.T134,S013.T14,30.204,41.496,12.731,28.739,42.042,40.367,102.367,157.323,169.919
18/01/2014 14.00,S02.T135,S013.T15,28.192,41.991,14.108,29.635,44.411,42.027,103.778,161.616,183.36
18/01/2014 15.00,S02.T136,S013.T16,27.559,41.991,14.153,31.36,47.613,43.54,111.433,162.74,183.36
18/01/2014 16.00,S02.T137,S013.T17,26.331,41.991,14.153,32.383,47.775,43.54,136.656,185.352,183.36
18/01/2014 17.00,S02.T138,S013.T18,25.678,41.991,14.153,34.07,48.044,43.54,136.656,185.352,183.36
18/01/2014 18.00,S02.T139,S013.T19,25.288,41.991,14.153,34.454,48.435,43.63,127.715,185.352,183.36
18/01/2014 19.00,S02.T140,S013.T20,25.288,41.991,14.153,34.454,48.801,43.63,104.014,162.74,183.36
18/01/2014 20.00,S02.T141,S013.T21,25.288,41.991,14.153,34.454,49.422,43.63,103.773,162.74,183.36
18/01/2014 21.00,S02.T142,S013.T22,25.288,41.991,14.153,36.008,49.473,44.331,101.889,162.74,183.36
18/01/2014 22.00,S02.T143,S013.T23,25.288,41.991,14.153,34.454,49.473,44.164,101.436,162.74,183.36
18/01/2014 23.00,S02.T144,S013.T24,25.288,41.991,14.153,36.008,49.473,44.546,101.113,162.74,183.36
19/01/2014 00.00,S02.T145,S014.T01,24.378,47.722,43.771,39.221,74.165,48.803,91.927,139.823,107.46
19/01/2014 01.00,S02.T146,S014.T02,24.378,47.722,43.771,39.221,74.723,48.803,91.927,139.823,107.46
19/01/2014 02.00,S02.T147,S014.T03,24.378,47.722,43.771,39.221,75.532,48.803,91.927,139.823,107.46
19/01/2014 03.00,S02.T148,S014.T04,24.378,47.722,43.771,39.221,75.532,48.803,91.927,139.435,107.46
19/01/2014 04.00,S02.T149,S014.T05,24.378,47.722,43.771,39.221,75.532,48.803,91.587,139.2,107.46
19/01/2014 05.00,S02.T150,S014.T06,24.451,47.722,43.771,39.221,75.532,48.803,91.927,139.2,107.46
19/01/2014 06.00,S02.T151,S014.T07,24.451,47.722,43.771,40.325,75.532,48.803,91.927,139.2,107.46
19/01/2014 07.00,S02.T152,S014.T08,24.451,47.722,43.771,47.649,96.889,48.803,91.927,139.2,107.46
19/01/2014 08.00,S02.T153,S014.T09,23.812,45.973,42.976,40.613,69.358,46.816,90.256,136.646,105.887
19/01/2014 09.00,S02.T154,S014.T10,23.264,44.23,41.422,39.072,50.704,43.392,77.198,90.048,68.413
19/01/2014 10.00,S02.T155,S014.T11,24.475,44.23,41.422,36.872,49.267,42.324,56.003,70.265,68.413
19/01/2014 11.00,S02.T156,S014.T12,24.201,44.23,41.422,36.052,49.267,42.324,54.429,67.323,68.413
19/01/2014 12.00,S02.T157,S014.T13,24.201,44.23,41.422,36.052,49.267,42.324,54.429,67.323,68.413
19/01/2014 13.00,S02.T158,S014.T14,24.378,44.856,41.984,36.052,49.267,42.333,57.182,70.265,69.429
19/01/2014 14.00,S02.T159,S014.T15,24.451,46.353,43.771,38.991,51.981,45.423,77.025,90.674,76.37
19/01/2014 15.00,S02.T160,S014.T16,25.205,47.722,43.771,40.594,74.165,48.803,80.25,139.2,107.46
19/01/2014 16.00,S02.T161,S014.T17,25.205,47.722,43.771,55.802,74.165,48.803,83.629,139.2,107.46
19/01/2014 17.00,S02.T162,S014.T18,25.205,47.722,43.771,55.742,74.165,48.803,79.798,139.2,107.46
19/01/2014 18.00,S02.T163,S014.T19,25.205,47.722,43.771,53.078,74.165,48.803,62.173,139.118,107.46
19/01/2014 19.00,S02.T164,S014.T20,25.205,47.722,43.771,50.884,74.165,48.803,58.695,136.646,107.46
19/01/2014 20.00,S02.T165,S014.T21,25.41,47.722,43.771,40.325,74.165,48.803,57.941,136.646,107.46
19/01/2014 21.00,S02.T166,S014.T22,27.553,47.722,43.771,39.868,74.165,48.803,57.941,136.646,107.46
19/01/2014 22.00,S02.T167,S014.T23,25.205,47.722,43.771,39.426,74.165,48.803,57.941,136.646,107.46
19/01/2014 23.00,S02.T168,S014.T24,25.051,47.722,43.771,38.716,74.165,48.803,57.941,136.646,107.46
20/01/2014 00.00,S03.T001,S015.T01,31.602,48.98,46.584,61.501,78.974,53.232,36.428,49.238,54.702
20/01/2014 01.00,S03.T002,S015.T02,31.602,48.98,46.584,61.501,78.974,53.232,35.779,49.867,54.702
20/01/2014 02.00,S03.T003,S015.T03,31.602,48.98,46.584,61.501,78.974,53.232,35.26,49.516,54.702
20/01/2014 03.00,S03.T004,S015.T04,31.602,48.98,46.584,61.501,78.974,53.232,35.618,49.38,54.702
20/01/2014 04.00,S03.T005,S015.T05,31.602,48.98,46.584,61.501,78.974,53.232,36.511,50.159,54.702
20/01/2014 05.00,S03.T006,S015.T06,31.791,48.98,46.584,61.501,80.764,53.232,37.674,50.246,54.702
20/01/2014 06.00,S03.T007,S015.T07,32.115,44.396,44.718,65.446,88.67,45.289,38.686,50.842,54.643
20/01/2014 07.00,S03.T008,S015.T08,32.82,48.597,44.677,78.487,88.025,45.256,42.74,51.895,54.882
20/01/2014 08.00,S03.T009,S015.T09,32.669,48.597,44.86,64.585,66.956,40.744,38.489,50.171,54.658
20/01/2014 09.00,S03.T010,S015.T10,32.115,46.841,44.677,45.067,51.771,30.238,36.31,49.785,53.117
20/01/2014 10.00,S03.T011,S015.T11,31.989,46.441,44.677,41.364,49.508,29.881,35.463,48.943,53.117
20/01/2014 11.00,S03.T012,S015.T12,32.407,46.441,44.718,41.364,49.508,29.881,35.077,48.511,53.117
20/01/2014 12.00,S03.T013,S015.T13,32.651,46.441,44.86,41.364,49.508,29.881,34.231,48.35,53.117
20/01/2014 13.00,S03.T014,S015.T14,33.768,48.98,45.974,43.47,49.54,29.881,34.053,48.35,53.117
20/01/2014 14.00,S03.T015,S015.T15,33.861,48.98,46.015,46.806,50.798,33.241,34.053,48.35,53.117
20/01/2014 15.00,S03.T016,S015.T16,32.651,49.281,46.584,60.115,53.426,52.881,34.053,49.154,54.655
20/01/2014 16.00,S03.T017,S015.T17,32.651,49.281,46.584,60.308,76.847,53.232,33.784,49.222,54.702
20/01/2014 17.00,S03.T018,S015.T18,32.661,49.281,46.584,60.115,77.793,53.232,33.81,49.222,54.702
20/01/2014 18.00,S03.T019,S015.T19,32.661,49.281,46.584,66.455,77.793,53.232,33.583,49.222,54.702
20/01/2014 19.00,S03.T020,S015.T20,32.661,49.281,46.584,65.839,77.793,53.232,33.351,49.222,54.702
20/01/2014 20.00,S03.T021,S015.T21,32.651,49.281,46.584,63.896,77.793,53.232,32.699,49.222,54.702
20/01/2014 21.00,S03.T022,S015.T22,32.651,49.281,46.584,62.678,77.793,53.232,32.699,49.222,54.702
20/01/2014 22.00,S03.T023,S015.T23,32.651,50.443,46.584,60.115,77.793,53.232,32.699,49.222,54.702
20/01/2014 23.00,S03.T024,S015.T24,31.691,49.815,46.584,60.115,77.793,53.232,32.699,49.222,54.702
21/01/2014 00.00,S03.T025,S016.T01,32.78,49.276,44.922,70.361,96.398,57.768,26.179,46.276,46.315
21/01/2014 01.00,S03.T026,S016.T02,32.78,49.276,44.922,70.361,96.398,57.768,24.859,46.276,46.315
21/01/2014 02.00,S03.T027,S016.T03,32.78,49.276,44.922,70.361,96.398,57.768,24.475,46.276,46.315
21/01/2014 03.00,S03.T028,S016.T04,32.78,49.276,44.922,71.86,96.398,57.768,24.475,46.276,46.315
21/01/2014 04.00,S03.T029,S016.T05,32.78,49.276,44.922,73.21,96.398,57.768,24.475,46.276,46.315
21/01/2014 05.00,S03.T030,S016.T06,33.992,49.276,45.076,93.691,97.505,57.768,24.475,46.276,46.315
21/01/2014 06.00,S03.T031,S016.T07,36.016,48.652,43.063,97.086,99.05,54.912,26.186,45.908,45.406
21/01/2014 07.00,S03.T032,S016.T08,37.86,49.651,44.683,111.679,125.274,60.395,29.571,44.197,45.692
21/01/2014 08.00,S03.T033,S016.T09,46.498,49.931,44.718,102.388,93.064,56.173,26.879,45.22,45.375
21/01/2014 09.00,S03.T034,S016.T10,46.498,50.477,44.683,90.369,67.151,47.586,25.644,43.333,44.482
21/01/2014 10.00,S03.T035,S016.T11,42.84,50.872,44.683,72.697,66.306,46.953,24.996,41.651,43.647
21/01/2014 11.00,S03.T036,S016.T12,39.23,51.094,44.683,71.314,56.806,44.912,24.549,41.651,43.647
21/01/2014 12.00,S03.T037,S016.T13,42.637,51.395,44.714,71.1,56.806,43.267,24.076,41.651,43.647
21/01/2014 13.00,S03.T038,S016.T14,42.637,51.395,44.744,71.373,56.806,43.267,24.076,42.34,44.067
21/01/2014 14.00,S03.T039,S016.T15,41.045,51.386,44.873,78.968,57.364,43.267,24.37,43.307,45.141
21/01/2014 15.00,S03.T040,S016.T16,36.702,50.869,44.922,92.957,96.398,57.749,25.209,44.998,46.017
21/01/2014 16.00,S03.T041,S016.T17,35.849,49.521,44.922,102.494,100.492,57.768,25.644,46.276,46.315
21/01/2014 17.00,S03.T042,S016.T18,34.617,49.429,44.922,102.494,97.769,57.768,25.644,46.276,46.315
21/01/2014 18.00,S03.T043,S016.T19,34.617,49.429,44.922,100.7,97.138,57.768,25.644,46.276,46.315
21/01/2014 19.00,S03.T044,S016.T20,34.497,49.276,44.922,90.774,96.398,57.768,25.644,46.276,46.315
21/01/2014 20.00,S03.T045,S016.T21,33.939,49.276,44.922,77.668,96.398,57.768,24.996,46.276,46.315
21/01/2014 21.00,S03.T046,S016.T22,33.375,49.276,44.922,71.86,96.398,57.768,24.475,46.276,46.315
21/01/2014 22.00,S03.T047,S016.T23,33.99,49.276,44.922,70.361,96.398,57.768,24.475,46.276,46.315
21/01/2014 23.00,S03.T048,S016.T24,32.78,49.276,44.922,70.361,96.398,57.768,24.475,46.276,46.315
22/01/2014 00.00,S03.T049,S017.T01,36.891,51.324,46.035,36.8,46.272,14.833,29.861,46.892,49.183
22/01/2014 01.00,S03.T050,S017.T02,36.891,51.324,46.035,35.256,46.272,14.833,29.861,46.892,49.183
22/01/2014 02.00,S03.T051,S017.T03,36.891,51.324,46.035,34.932,46.047,14.833,29.861,46.892,49.183
22/01/2014 03.00,S03.T052,S017.T04,36.891,51.324,46.035,34.827,45.07,14.833,29.861,46.892,49.183
22/01/2014 04.00,S03.T053,S017.T05,36.891,51.324,46.035,34.932,45.673,14.833,29.861,46.892,49.183
22/01/2014 05.00,S03.T054,S017.T06,38.692,51.324,46.035,35.269,46.42,14.833,31.361,46.892,49.183
22/01/2014 06.00,S03.T055,S017.T07,42.199,51.27,44.584,38.339,46.947,14.819,32.394,46.892,47.958
22/01/2014 07.00,S03.T056,S017.T08,45.366,51.324,45.607,44.703,47.087,15.122,34.282,46.659,48.842
22/01/2014 08.00,S03.T057,S017.T09,45.366,51.528,45.18,35.731,45.175,14.833,34.504,46.701,48.556
22/01/2014 09.00,S03.T058,S017.T10,45.366,51.324,43.893,33.882,39.981,13.938,32.167,44.622,46.327
22/01/2014 10.00,S03.T059,S017.T11,45.548,51.324,43.893,33.721,39.883,13.311,30.913,42.829,45.535
22/01/2014 11.00,S03.T060,S017.T12,46.667,51.49,44.742,33.206,38.349,13.311,29.684,42.829,45.535
22/01/2014 12.00,S03.T061,S017.T13,47.806,51.521,44.899,31.891,37.539,13.311,31.328,42.829,45.535
22/01/2014 13.00,S03.T062,S017.T14,52.374,52.662,46.03,31.516,37.042,13.428,32.344,42.829,47.091
22/01/2014 14.00,S03.T063,S017.T15,54.109,52.662,46.03,31.031,35.716,13.428,32.344,44.986,47.422
22/01/2014 15.00,S03.T064,S017.T16,49.68,51.711,46.035,24.673,26.964,14.517,32.646,46.292,49.061
22/01/2014 16.00,S03.T065,S017.T17,47.806,51.324,46.035,24.536,26.458,14.793,32.977,46.892,49.183
22/01/2014 17.00,S03.T066,S017.T18,46.755,51.324,46.035,24.536,26.458,14.793,33.792,46.892,49.183
22/01/2014 18.00,S03.T067,S017.T19,46.667,51.324,46.035,24.536,26.458,14.793,33.077,46.892,49.183
22/01/2014 19.00,S03.T068,S017.T20,45.688,51.324,46.035,24.536,26.458,14.793,32.629,46.892,49.183
22/01/2014 20.00,S03.T069,S017.T21,45.366,51.324,46.035,24.536,26.458,14.793,32.629,46.892,49.183
22/01/2014 21.00,S03.T070,S017.T22,44.59,51.324,46.035,24.661,26.458,14.793,32.629,46.892,49.183
22/01/2014 22.00,S03.T071,S017.T23,42.199,51.324,46.035,25.309,26.458,14.793,32.629,46.892,49.183
22/01/2014 23.00,S03.T072,S017.T24,42.199,51.324,46.035,24.661,26.458,14.793,32.629,46.892,49.183
23/01/2014 00.00,S03.T073,S018.T01,35.506,46.256,31.882,25.551,42.164,14.258,31.727,49.176,53.868
23/01/2014 01.00,S03.T074,S018.T02,35.046,46.109,31.882,25.551,42.164,14.258,31.727,49.176,53.868
23/01/2014 02.00,S03.T075,S018.T03,35.046,46.172,31.882,25.551,42.164,14.258,31.727,49.176,53.868
23/01/2014 03.00,S03.T076,S018.T04,35.046,46.109,31.882,25.551,42.164,14.258,31.727,49.176,53.868
23/01/2014 04.00,S03.T077,S018.T05,35.189,46.109,31.882,25.551,42.164,14.258,31.727,49.176,53.868
23/01/2014 05.00,S03.T078,S018.T06,39.261,46.418,31.882,26.338,42.164,14.258,31.727,49.176,53.868
23/01/2014 06.00,S03.T079,S018.T07,43.31,47.575,31.399,28.696,42.164,12.624,33.004,49.3,53.137
23/01/2014 07.00,S03.T080,S018.T08,44.718,48.572,31.664,28.696,41.01,12.978,40.954,51.186,53.292
23/01/2014 08.00,S03.T081,S018.T09,44.345,48.199,31.556,29.438,41.869,13.104,34.615,49.051,53.134
23/01/2014 09.00,S03.T082,S018.T10,37.5,46.403,30.278,29.438,42.603,13.016,33.622,45.671,52.111
23/01/2014 10.00,S03.T083,S018.T11,37.36,46.172,30.015,30.875,41.98,12.938,32.798,44.911,50.489
23/01/2014 11.00,S03.T084,S018.T12,36.553,46.172,30.015,32.09,41.98,12.938,31.991,43.952,50.13
23/01/2014 12.00,S03.T085,S018.T13,34.882,46.172,30.015,31.58,42.556,12.938,31.428,43.952,50.13
23/01/2014 13.00,S03.T086,S018.T14,36.745,46.172,30.756,31.602,43.234,13.615,31.6,44.681,50.3
23/01/2014 14.00,S03.T087,S018.T15,35.805,46.172,30.775,32.222,44.145,14.187,32.748,45.194,51.214
23/01/2014 15.00,S03.T088,S018.T16,35.506,46.109,31.882,32.222,44.758,14.258,32.824,48.044,53.369
23/01/2014 16.00,S03.T089,S018.T17,33.482,46.109,31.882,33.234,44.901,14.258,34.081,49.981,53.868
23/01/2014 17.00,S03.T090,S018.T18,32.179,46.109,31.882,34.134,44.901,14.258,35.248,49.981,53.868
23/01/2014 18.00,S03.T091,S018.T19,32.025,46.109,31.882,33.357,44.901,14.258,34.541,49.676,53.868
23/01/2014 19.00,S03.T092,S018.T20,31.535,46.109,31.882,32.591,44.901,14.258,32.92,49.533,53.868
23/01/2014 20.00,S03.T093,S018.T21,31.535,46.109,31.882,32.222,44.901,14.258,32.798,49.533,53.868
23/01/2014 21.00,S03.T094,S018.T22,31.535,46.109,31.882,32.222,44.901,14.258,32.622,49.533,53.868
23/01/2014 22.00,S03.T095,S018.T23,31.535,46.109,31.882,31.75,44.156,14.258,31.76,49.176,53.868
23/01/2014 23.00,S03.T096,S018.T24,31.535,46.109,31.882,32.222,44.901,14.258,32.104,49.176,53.868
24/01/2014 00.00,S03.T097,S019.T01,30.523,45.063,35.224,32.668,48.094,33.555,33.872,50.684,51.545
24/01/2014 01.00,S03.T098,S019.T02,29.039,45.063,35.224,32.668,48.094,33.555,33.872,50.684,51.545
24/01/2014 02.00,S03.T099,S019.T03,31.527,45.063,35.224,32.668,48.094,33.555,33.872,50.684,51.545
24/01/2014 03.00,S03.T100,S019.T04,32.043,45.063,35.224,32.668,48.094,33.555,33.872,50.684,51.545
24/01/2014 04.00,S03.T101,S019.T05,32.714,45.063,35.224,32.866,48.094,33.555,34.214,50.684,51.545
24/01/2014 05.00,S03.T102,S019.T06,34.23,45.244,35.224,33.359,48.094,33.555,34.542,50.791,51.545
24/01/2014 06.00,S03.T103,S019.T07,34.667,45.97,35.167,33.882,47.108,31.287,36.273,50.791,50.66
24/01/2014 07.00,S03.T104,S019.T08,37.498,46.405,35.614,36.599,47.841,31.739,41.356,50.796,51.068
24/01/2014 08.00,S03.T105,S019.T09,35.856,46.35,35.253,39.6,48.072,32.286,39.049,50.557,49.832
24/01/2014 09.00,S03.T106,S019.T10,35.408,46.037,33.76,35.195,46.588,30.737,37.43,49.94,48.468
24/01/2014 10.00,S03.T107,S019.T11,34.667,45.297,33.164,35.321,46.249,30.426,36.766,49.94,48.21
24/01/2014 11.00,S03.T108,S019.T12,34.667,45.297,33.164,33.946,46.211,30.41,34.932,49.94,48.21
24/01/2014 12.00,S03.T109,S019.T13,34.337,45.592,33.186,33.359,46.211,30.41,34.479,49.941,48.228
24/01/2014 13.00,S03.T110,S019.T14,34.667,46.242,35.224,33.359,46.213,31.704,34.745,49.941,49.851
24/01/2014 14.00,S03.T111,S019.T15,34.668,46.242,35.224,33.425,47.571,32.417,34.747,50.157,50.174
24/01/2014 15.00,S03.T112,S019.T16,34.668,46.35,35.224,34.013,48.094,33.555,34.715,50.684,51.545
24/01/2014 16.00,S03.T113,S019.T17,34.667,46.242,35.224,35.78,48.094,33.555,36.772,50.684,51.545
24/01/2014 17.00,S03.T114,S019.T18,33.939,45.89,35.224,36.51,48.094,33.555,37.992,50.7,51.545
24/01/2014 18.00,S03.T115,S019.T19,33.11,45.244,35.224,36.586,48.094,33.555,39.153,51.325,52.032
24/01/2014 19.00,S03.T116,S019.T20,32.464,45.063,35.224,35.888,48.094,33.555,36.952,51.325,52.032
24/01/2014 20.00,S03.T117,S019.T21,24.409,45.063,35.224,35.76,48.094,33.555,35.929,51.121,52.032
24/01/2014 21.00,S03.T118,S019.T22,24.019,45.063,35.224,35.692,48.094,33.555,35.191,51.121,51.545
24/01/2014 22.00,S03.T119,S019.T23,24.019,45.063,35.224,35.692,48.576,33.555,35.191,50.684,51.545
24/01/2014 23.00,S03.T120,S019.T24,24.019,45.063,35.224,34.378,48.097,33.555,34.637,50.684,51.545
25/01/2014 00.00,S03.T121,S020.T01,26.863,24.226,13.877,33.619,20.43,14.876,33.544,47.776,58.022
25/01/2014 01.00,S03.T122,S020.T02,26.863,24.226,13.877,32.701,20.43,14.562,33.257,48.343,58.022
25/01/2014 02.00,S03.T123,S020.T03,26.863,24.226,13.877,31.702,17.428,14.496,33.196,48.636,58.022
