time,CapDev_time,DA_time,DK1 2025 (2014 WY),DK1 2035 (2014 WY),DK1 2045 (2014 WY),DK1 2025 (2012 WY),DK1 2035 (2012 WY),DK1 2045 (2012 WY),DK1 2025 (1985 WY),DK1 2045 (1985 WY),DK1 2045 (1985 WY)
26/10/2014 10.00,S42.T155,S294.T11,7.681,2.08,3.204,33.053,45.632,50.401,33.917,48.005,31.132
26/10/2014 11.00,S42.T156,S294.T12,7.681,2.08,3.204,32.909,45.632,50.231,33.917,48.005,31.132
26/10/2014 12.00,S42.T157,S294.T13,9.099,2.08,3.204,32.909,45.632,50.231,33.917,48.005,31.132
26/10/2014 13.00,S42.T158,S294.T14,9.551,2.103,3.204,33.207,45.632,50.231,33.917,48.005,31.132
26/10/2014 14.00,S42.T159,S294.T15,12.318,3.645,3.659,35.02,47.036,52.322,39.191,50.876,31.347
26/10/2014 15.00,S42.T160,S294.T16,12.318,3.688,3.747,36.81,48.26,53.848,57.878,53.783,45.185
26/10/2014 16.00,S42.T161,S294.T17,12.318,3.688,3.747,41.135,48.26,53.848,66.153,54.309,49.048
26/10/2014 17.00,S42.T162,S294.T18,17.94,3.688,3.747,41.48,48.26,53.848,67.103,54.024,49.048
26/10/2014 18.00,S42.T163,S294.T19,17.779,3.688,3.747,37.446,48.26,53.848,60.228,53.783,49.048
26/10/2014 19.00,S42.T164,S294.T20,17.779,3.688,3.747,36.606,48.26,53.848,58.147,53.783,49.048
26/10/2014 20.00,S42.T165,S294.T21,17.003,3.688,3.747,36.049,48.26,53.848,53.129,50.316,49.048
26/10/2014 21.00,S42.T166,S294.T22,12.318,3.688,3.747,36.205,48.26,53.848,40.937,50.316,49.048
26/10/2014 22.00,S42.T167,S294.T23,12.397,3.688,3.747,35.85,48.26,53.848,40.499,50.316,49.048
26/10/2014 23.00,S42.T168,S294.T24,12.318,3.688,3.747,35.883,48.26,53.848,40.499,50.316,49.048
27/10/2014 00.00,S43.T001,S295.T01,21.64,3.942,5.361,46.119,53.518,54,33.332,48.747,56.171
27/10/2014 01.00,S43.T002,S295.T02,21.64,3.942,5.361,46.119,53.518,54,33.332,48.747,56.171
27/10/2014 02.00,S43.T003,S295.T03,21.64,3.942,5.361,46.119,53.518,54,33.332,48.747,56.171
27/10/2014 03.00,S43.T004,S295.T04,21.64,3.942,5.361,46.119,53.518,54,33.332,48.747,56.171
27/10/2014 04.00,S43.T005,S295.T05,21.68,3.942,5.361,46.119,53.518,54,33.332,48.747,56.171
27/10/2014 05.00,S43.T006,S295.T06,21.68,3.942,5.361,46.412,53.518,54,33.332,48.747,56.171
27/10/2014 06.00,S43.T007,S295.T07,22.577,3.942,5.272,51.532,51.21,46.441,34.835,48.914,54.162
27/10/2014 07.00,S43.T008,S295.T08,28.983,3.715,3.67,49.109,48.553,44.718,35.547,49.239,53.349
27/10/2014 08.00,S43.T009,S295.T09,23.41,3.695,3.657,46.024,48.71,44.68,35.96,48.975,53.433
27/10/2014 09.00,S43.T010,S295.T10,21.555,3.695,3.619,42.292,47.946,43.794,37.556,48.463,52.515
27/10/2014 10.00,S43.T011,S295.T11,10.141,3.715,3.574,40.623,47.946,43.794,34.74,47.878,49.904
27/10/2014 11.00,S43.T012,S295.T12,10.141,3.726,3.574,40.623,48.101,44.553,35.397,48.331,51.263
27/10/2014 12.00,S43.T013,S295.T13,10.141,3.792,3.574,41.017,48.682,45.34,35.933,48.997,53.728
27/10/2014 13.00,S43.T014,S295.T14,10.47,3.877,3.631,45.892,49.998,45.847,35.972,49.163,54.193
27/10/2014 14.00,S43.T015,S295.T15,12.318,3.902,3.923,47.268,50.67,46.644,39.367,49.248,54.536
27/10/2014 15.00,S43.T016,S295.T16,21.68,3.902,5.132,49.323,53.924,53.332,49.314,50.451,55.566
27/10/2014 16.00,S43.T017,S295.T17,23.69,4.017,5.361,66.742,54.718,54,69.376,53.865,57.409
27/10/2014 17.00,S43.T018,S295.T18,23.69,3.99,5.361,66.742,54.571,54,69.869,53.865,57.409
27/10/2014 18.00,S43.T019,S295.T19,24.735,3.942,5.361,63.295,54.373,54,69.376,53.865,57.409
27/10/2014 19.00,S43.T020,S295.T20,24.199,3.942,5.361,48.1,54.373,54,59.516,53.865,57.409
27/10/2014 20.00,S43.T021,S295.T21,23.604,3.942,5.361,47.372,53.845,54,49.672,53.865,57.409
27/10/2014 21.00,S43.T022,S295.T22,23.604,3.942,5.361,47.139,53.518,54,48.27,53.865,57.409
27/10/2014 22.00,S43.T023,S295.T23,22.577,3.942,5.361,46.794,53.518,54,46.875,52.134,57.358
27/10/2014 23.00,S43.T024,S295.T24,21.68,3.942,5.361,46.256,53.518,54,47.704,52.134,57.409
28/10/2014 00.00,S43.T025,S296.T01,22.577,22.221,5.956,54.853,65.381,106.317,60.568,69.797,68.163
28/10/2014 01.00,S43.T026,S296.T02,22.577,22.221,5.956,54.853,65.381,106.317,60.568,70.95,68.163
28/10/2014 02.00,S43.T027,S296.T03,22.577,22.221,5.956,54.853,65.381,106.317,60.568,71.279,68.163
28/10/2014 03.00,S43.T028,S296.T04,22.577,22.221,5.956,54.853,65.381,106.317,62.117,71.279,68.163
28/10/2014 04.00,S43.T029,S296.T05,22.577,22.221,5.956,54.853,65.381,106.317,62.117,71.279,68.163
28/10/2014 05.00,S43.T030,S296.T06,22.577,22.221,5.956,56.146,65.381,106.317,72.285,71.279,68.163
28/10/2014 06.00,S43.T031,S296.T07,23.16,22.221,5.856,81.641,62.023,61.489,96.111,71.279,65.088
28/10/2014 07.00,S43.T032,S296.T08,32.329,15.64,5.108,66.012,49.88,54.261,88.185,52.694,49.746
28/10/2014 08.00,S43.T033,S296.T09,22.744,13.704,3.638,58.219,47.987,54.261,63.005,45.772,48.076
28/10/2014 09.00,S43.T034,S296.T10,14.475,13.076,3.637,55.282,47.887,54.261,52.02,44.705,47.034
28/10/2014 10.00,S43.T035,S296.T11,10.029,13.076,3.637,51.105,47.82,54.261,48.461,42.536,46
28/10/2014 11.00,S43.T036,S296.T12,10.029,14.747,3.637,48.159,47.306,54.327,45.272,40.894,45.311
28/10/2014 12.00,S43.T037,S296.T13,15.627,16.482,3.638,48.116,47.306,54.327,45.272,41.503,45.277
28/10/2014 13.00,S43.T038,S296.T14,22.775,16.517,3.688,48.116,47.542,54.661,48.81,43.825,45.277
28/10/2014 14.00,S43.T039,S296.T15,23.483,18.721,5.119,50.795,47.621,54.661,54.825,44.622,45.277
28/10/2014 15.00,S43.T040,S296.T16,29.198,20.068,5.701,56.267,50.882,59.722,63.645,52.694,48.377
28/10/2014 16.00,S43.T041,S296.T17,32.587,22.221,5.956,70.437,65.381,106.317,83.538,71.279,68.163
28/10/2014 17.00,S43.T042,S296.T18,25.197,22.221,5.956,65.006,65.381,106.317,81.573,71.279,68.163
28/10/2014 18.00,S43.T043,S296.T19,24.067,22.221,5.956,56.267,65.381,106.317,70.305,69.049,68.163
28/10/2014 19.00,S43.T044,S296.T20,25.341,22.221,5.956,56.107,65.381,106.317,61.438,69.049,68.163
28/10/2014 20.00,S43.T045,S296.T21,25.119,22.221,5.956,55.943,65.381,106.317,59.516,69.049,68.163
28/10/2014 21.00,S43.T046,S296.T22,25.119,22.221,5.956,55.943,65.381,106.317,59.516,69.049,68.163
28/10/2014 22.00,S43.T047,S296.T23,25.66,22.221,5.956,55.099,65.381,106.317,59.516,69.049,68.163
28/10/2014 23.00,S43.T048,S296.T24,23.861,22.221,5.956,55.099,65.381,106.317,59.516,69.049,68.163
29/10/2014 00.00,S43.T049,S297.T01,29.753,46.188,45.866,42.879,52.694,61.079,56.714,52.544,45.843
29/10/2014 01.00,S43.T050,S297.T02,29.753,46.188,45.866,42.879,52.694,61.079,56.714,52.544,45.843
29/10/2014 02.00,S43.T051,S297.T03,29.753,46.188,45.866,42.879,52.694,61.079,56.714,52.544,45.843
29/10/2014 03.00,S43.T052,S297.T04,29.753,46.188,45.866,42.879,52.694,61.079,56.714,52.544,45.843
29/10/2014 04.00,S43.T053,S297.T05,30.414,46.188,45.866,45.875,52.694,61.079,56.714,52.544,45.843
29/10/2014 05.00,S43.T054,S297.T06,31.448,47.475,45.866,52.356,52.694,61.079,52.737,52.544,45.843
29/10/2014 06.00,S43.T055,S297.T07,33.672,47.362,44.37,89.457,52.263,59.406,51.577,52.644,44.888
29/10/2014 07.00,S43.T056,S297.T08,33.883,47.176,44.717,65.883,46.392,39.662,51.577,51.126,43.851
29/10/2014 08.00,S43.T057,S297.T09,33.883,44.69,40.893,46.557,43.619,23.367,51.577,48.941,43.413
29/10/2014 09.00,S43.T058,S297.T10,33.883,44.705,41.994,44.633,43.194,23.208,47.352,48.549,42.278
29/10/2014 10.00,S43.T059,S297.T11,36.789,44.705,43.112,42.376,37.984,23.208,46.498,45.655,41.174
29/10/2014 11.00,S43.T060,S297.T12,35.722,47.021,44.061,40.383,43.598,24.986,33.121,45.655,41.174
29/10/2014 12.00,S43.T061,S297.T13,35.401,48.13,44.557,40.383,43.946,25.102,34.933,45.655,41.174
29/10/2014 13.00,S43.T062,S297.T14,36.63,48.134,44.892,40.571,44.016,25.734,50.626,48.577,43.461
29/10/2014 14.00,S43.T063,S297.T15,39.639,48.134,45.36,42.063,44.016,26.512,64.161,49.943,43.851
29/10/2014 15.00,S43.T064,S297.T16,42.944,50.536,46.255,44.244,45.822,40.451,81.526,52.544,44.822
29/10/2014 16.00,S43.T065,S297.T17,49.359,50.891,47.167,45.192,45.822,59.391,113.241,52.745,45.843
29/10/2014 17.00,S43.T066,S297.T18,49.359,54.001,46.962,43.307,45.822,59.391,113.445,52.852,45.843
29/10/2014 18.00,S43.T067,S297.T19,48.843,50.536,46.561,41.084,45.822,59.391,113.445,52.954,45.843
29/10/2014 19.00,S43.T068,S297.T20,39.556,49.851,46.561,41.084,45.822,59.391,87.231,52.745,45.843
29/10/2014 20.00,S43.T069,S297.T21,38.069,49.851,46.353,37.441,45.822,59.391,84.521,52.745,45.843
29/10/2014 21.00,S43.T070,S297.T22,36.111,49.851,46.353,36.431,45.822,59.391,80.197,52.636,45.843
29/10/2014 22.00,S43.T071,S297.T23,35.305,49.851,46.561,36.041,45.822,59.391,58.93,52.544,45.843
29/10/2014 23.00,S43.T072,S297.T24,35.401,49.765,46.561,36.041,45.822,59.391,77.772,52.544,45.843
30/10/2014 00.00,S43.T073,S298.T01,35.131,49.556,46.438,33.253,42.774,24.233,77.889,56.503,59.467
30/10/2014 01.00,S43.T074,S298.T02,35.131,49.556,46.438,32.962,42.689,24.139,77.889,56.503,59.467
30/10/2014 02.00,S43.T075,S298.T03,35.131,49.556,46.438,32.627,42.391,24.164,77.889,56.503,59.467
30/10/2014 03.00,S43.T076,S298.T04,35.131,49.556,46.438,32.717,42.629,24.173,77.889,56.503,59.467
30/10/2014 04.00,S43.T077,S298.T05,35.131,49.556,46.438,33.171,42.914,24.288,77.889,56.503,59.467
30/10/2014 05.00,S43.T078,S298.T06,40.066,49.556,46.438,34.372,43.63,24.419,77.889,56.503,59.467
30/10/2014 06.00,S43.T079,S298.T07,51.151,50.655,45.608,39.121,44.405,24.419,78.341,53.088,51.974
30/10/2014 07.00,S43.T080,S298.T08,46.348,50.404,45.782,40.238,43.635,24.48,77.283,51.594,49.815
30/10/2014 08.00,S43.T081,S298.T09,41.832,49.404,44.35,35.331,42.696,24.224,57.086,50.783,48.933
30/10/2014 09.00,S43.T082,S298.T10,41.276,49.189,44.718,33.939,42.203,24.131,48.985,49.686,48.536
30/10/2014 10.00,S43.T083,S298.T11,39.622,49.189,44.35,33.883,41.733,21.502,48.981,49.365,48.325
30/10/2014 11.00,S43.T084,S298.T12,35.131,49.556,44.35,32.592,40.373,21.502,48.981,49.365,48.325
30/10/2014 12.00,S43.T085,S298.T13,35.131,49.556,44.35,30.469,40.339,21.502,48.981,49.365,49.151
30/10/2014 13.00,S43.T086,S298.T14,36.714,49.556,44.826,24.226,40.339,22.135,54.589,51.122,50.478
30/10/2014 14.00,S43.T087,S298.T15,35.9,49.556,44.826,17.415,35.772,22.137,61.501,51.705,50.843
30/10/2014 15.00,S43.T088,S298.T16,35.436,49.556,45.86,18.142,35.772,23.658,80.196,53.7,52.379
30/10/2014 16.00,S43.T089,S298.T17,45.717,49.556,46.438,18.142,41.999,24.1,84.496,57.188,59.467
30/10/2014 17.00,S43.T090,S298.T18,37.413,49.556,46.438,18.142,41.999,24.1,84.512,57.188,59.467
30/10/2014 18.00,S43.T091,S298.T19,35.9,49.556,46.438,18.142,41.999,24.1,82.954,57.188,59.467
30/10/2014 19.00,S43.T092,S298.T20,35.131,49.556,46.438,18.142,41.999,24.1,79.169,57.188,59.467
30/10/2014 20.00,S43.T093,S298.T21,35.131,49.556,46.438,18.142,41.999,24.1,78.815,57.188,59.467
30/10/2014 21.00,S43.T094,S298.T22,35.131,49.556,46.438,18.142,41.999,24.1,78.341,57.188,59.467
30/10/2014 22.00,S43.T095,S298.T23,35.131,49.556,46.438,18.142,41.999,24.1,78.341,57.188,59.467
30/10/2014 23.00,S43.T096,S298.T24,35.131,49.556,46.438,21.176,41.999,24.1,78.341,57.188,59.467
31/10/2014 00.00,S43.T097,S299.T01,33.229,44.113,45.825,27.935,30.665,43.167,59.817,49.218,46.473
31/10/2014 01.00,S43.T098,S299.T02,33.229,44.113,45.825,27.935,30.665,43.167,59.817,48.234,45.927
31/10/2014 02.00,S43.T099,S299.T03,33.229,44.113,45.825,27.935,30.665,43.167,61.076,48.928,46.316
31/10/2014 03.00,S43.T100,S299.T04,33.229,44.113,45.825,27.935,30.665,43.167,59.965,49.297,46.297
31/10/2014 04.00,S43.T101,S299.T05,33.229,44.113,45.825,31.315,30.665,43.167,61.076,50.091,46.316
31/10/2014 05.00,S43.T102,S299.T06,34.218,44.906,45.825,31.805,30.665,43.167,72.638,50.271,46.316
31/10/2014 06.00,S43.T103,S299.T07,38.712,46.845,45.097,33.75,29.022,41.767,76.735,52.822,46.343
31/10/2014 07.00,S43.T104,S299.T08,44.362,46.169,45.161,31.805,23.259,40.298,76.324,53.843,46.836
31/10/2014 08.00,S43.T105,S299.T09,35.013,44.162,43.218,28.779,19.952,35.401,54.699,45.935,45.695
31/10/2014 09.00,S43.T106,S299.T10,33.561,43.469,41.914,28.012,19.952,35.401,42.309,45.872,45.012
31/10/2014 10.00,S43.T107,S299.T11,34.057,44.294,43.218,33.324,24.292,38.621,36.016,44.977,44.064
31/10/2014 11.00,S43.T108,S299.T12,32.794,43.469,43.487,28.779,24.292,38.917,34.797,44.891,43.646
31/10/2014 12.00,S43.T109,S299.T13,32.794,43.469,44.007,29.814,24.898,39.266,33.791,44.689,43.646
31/10/2014 13.00,S43.T110,S299.T14,33.229,43.469,45.025,33.694,27.14,40.554,33.425,43.64,43.646
31/10/2014 14.00,S43.T111,S299.T15,33.485,43.691,45.123,33.019,27.14,40.728,33.615,44.15,43.646
31/10/2014 15.00,S43.T112,S299.T16,34.221,44.428,45.825,34.355,28.866,41.516,32.787,45.311,44.727
31/10/2014 16.00,S43.T113,S299.T17,39.132,44.113,45.825,35.258,30.665,43.226,33.82,44.08,45.212
31/10/2014 17.00,S43.T114,S299.T18,36.684,44.089,45.825,35.038,30.773,43.226,33.211,43.817,44.727
31/10/2014 18.00,S43.T115,S299.T19,33.882,44.089,45.825,34.523,30.773,43.226,25.819,43.64,44.727
31/10/2014 19.00,S43.T116,S299.T20,33.335,44.089,45.825,33.421,31.107,43.226,23.26,43.64,44.727
31/10/2014 20.00,S43.T117,S299.T21,33.229,44.089,45.825,32.911,40.996,43.226,23.26,43.64,44.727
31/10/2014 21.00,S43.T118,S299.T22,33.229,44.089,45.825,33.195,42.248,43.226,23.26,43.64,44.727
31/10/2014 22.00,S43.T119,S299.T23,33.229,44.089,45.825,33.195,42.248,43.569,23.26,43.64,44.727
31/10/2014 23.00,S43.T120,S299.T24,33.229,44.089,45.825,33.195,42.248,44.194,23.26,43.64,44.727
01/11/2014 00.00,S43.T121,S300.T01,24.409,16.104,7.736,33.637,17.439,14.931,24.172,16.947,12.373
01/11/2014 01.00,S43.T122,S300.T02,23.717,15.899,7.729,26.764,17.315,14.931,24.172,16.947,12.373
01/11/2014 02.00,S43.T123,S300.T03,23.42,15.899,7.729,25.924,17.315,14.931,24.172,16.947,12.373
01/11/2014 03.00,S43.T124,S300.T04,23.333,15.899,7.729,25.86,17.315,14.931,24.197,16.947,12.373
01/11/2014 04.00,S43.T125,S300.T05,22.555,15.899,7.729,25.86,17.315,14.931,24.381,16.947,12.373
01/11/2014 05.00,S43.T126,S300.T06,22.426,15.899,7.729,25.86,17.315,14.931,24.381,16.947,12.373
01/11/2014 06.00,S43.T127,S300.T07,22.426,14.003,7.729,25.86,17.315,14.931,24.381,16.947,12.373
01/11/2014 07.00,S43.T128,S300.T08,25.26,14.003,7.729,25.924,17.189,14.801,24.381,16.729,12.317
01/11/2014 08.00,S43.T129,S300.T09,24.145,7.158,7.123,24.533,15.988,14.233,24.172,12.142,11.676
01/11/2014 09.00,S43.T130,S300.T10,22.084,3.793,3.877,23.851,13.294,12.698,21.677,3.696,3.645
01/11/2014 10.00,S43.T131,S300.T11,17.2,3.793,3.877,23.662,13.294,12.698,14.042,3.67,3.645
01/11/2014 11.00,S43.T132,S300.T12,17.2,3.793,3.877,23.276,13.612,12.698,14.042,3.67,3.645
01/11/2014 12.00,S43.T133,S300.T13,17.646,3.793,3.877,23.276,14.788,12.698,14.042,3.67,3.645
01/11/2014 13.00,S43.T134,S300.T14,17.779,3.836,3.951,23.276,15.055,12.877,21.9,3.67,6.951
01/11/2014 14.00,S43.T135,S300.T15,21.404,5.298,7.278,23.543,15.243,14.094,24.172,8.417,11.707
01/11/2014 15.00,S43.T136,S300.T16,22.202,11.775,7.729,24.394,17.197,14.931,24.381,17.349,12.317
01/11/2014 16.00,S43.T137,S300.T17,22.442,11.775,7.729,25.377,17.315,14.931,24.786,18.793,12.373
01/11/2014 17.00,S43.T138,S300.T18,24.795,11.775,7.729,25.86,17.315,14.931,34.224,19.041,12.373
01/11/2014 18.00,S43.T139,S300.T19,27.876,11.775,7.729,26.102,17.315,14.931,28.747,16.947,12.373
01/11/2014 19.00,S43.T140,S300.T20,25.146,11.775,7.729,26.314,17.315,14.931,24.897,16.947,12.373
01/11/2014 20.00,S43.T141,S300.T21,22.622,11.775,7.729,27.328,17.392,14.931,24.302,16.947,12.373
01/11/2014 21.00,S43.T142,S300.T22,22.426,11.775,7.729,28.239,17.392,14.931,24.172,16.947,12.373
01/11/2014 22.00,S43.T143,S300.T23,22.426,11.775,7.729,31.857,17.392,14.931,24.172,16.947,12.373
01/11/2014 23.00,S43.T144,S300.T24,22.426,11.775,7.729,33.265,17.517,14.951,24.172,16.947,12.373
02/11/2014 00.00,S43.T145,S301.T01,14.75,16.033,5.188,33.872,46.534,46.902,25.364,45.435,51.137
02/11/2014 01.00,S43.T146,S301.T02,14.75,15.996,5.188,33.939,46.781,46.902,25.364,45.435,51.137
02/11/2014 02.00,S43.T147,S301.T03,14.56,15.996,5.188,33.956,46.822,46.902,25.364,45.435,51.137
02/11/2014 03.00,S43.T148,S301.T04,14.56,15.857,5.188,33.956,46.985,46.902,25.364,45.435,51.137
02/11/2014 04.00,S43.T149,S301.T05,14.429,15.857,5.188,33.956,46.985,46.902,25.364,45.435,51.137
02/11/2014 05.00,S43.T150,S301.T06,14.429,15.857,5.188,33.956,47.195,46.902,25.364,45.435,51.137
02/11/2014 06.00,S43.T151,S301.T07,16.218,15.857,5.188,39.665,48.23,46.902,25.364,45.435,51.137
02/11/2014 07.00,S43.T152,S301.T08,20.371,15.857,5.188,38.006,46.985,46.902,25.364,43.287,51.137
02/11/2014 08.00,S43.T153,S301.T09,16.025,7.959,4.688,33.78,44.639,44.845,22.675,18.775,34.349
02/11/2014 09.00,S43.T154,S301.T10,5.219,3.657,3.274,32.496,42.721,42.825,19.875,17.209,30.69
02/11/2014 10.00,S43.T155,S301.T11,3.659,3.642,3.274,32.404,42.721,42.825,22.203,17.209,30.69
02/11/2014 11.00,S43.T156,S301.T12,3.659,3.642,3.274,32.404,42.721,42.825,20.382,18.087,30.69
02/11/2014 12.00,S43.T157,S301.T13,3.659,3.642,3.274,32.545,43.707,43.558,22.282,32.047,42.959
02/11/2014 13.00,S43.T158,S301.T14,8.019,3.645,3.295,32.917,44.075,44.792,23.65,35.201,45.753
02/11/2014 14.00,S43.T159,S301.T15,12.671,3.747,3.85,33.841,45.604,45.561,25.364,37.918,47.272
02/11/2014 15.00,S43.T160,S301.T16,14.324,15.687,5.188,34.483,46.533,46.902,29.072,45.435,51.027
02/11/2014 16.00,S43.T161,S301.T17,20.91,15.738,5.188,38.079,46.534,46.902,29.072,47.675,51.137
02/11/2014 17.00,S43.T162,S301.T18,21.016,15.738,5.188,38.311,46.534,46.902,29.684,48.863,51.137
02/11/2014 18.00,S43.T163,S301.T19,21.016,15.738,5.188,37.688,45.892,46.902,30.372,48.863,51.137
02/11/2014 19.00,S43.T164,S301.T20,21.016,15.738,5.188,37.333,45.711,46.902,30.503,48.863,51.137
02/11/2014 20.00,S43.T165,S301.T21,21.016,15.738,5.188,35.693,45.711,46.902,34.304,49.105,51.137
02/11/2014 21.00,S43.T166,S301.T22,21.016,15.738,5.188,34.515,45.711,46.902,34.304,49.278,51.137
02/11/2014 22.00,S43.T167,S301.T23,21.016,15.738,5.188,32.555,45.711,46.902,34.304,49.278,51.137
02/11/2014 23.00,S43.T168,S301.T24,21.016,15.738,5.188,32.555,45.711,46.902,34.447,49.278,51.137
03/11/2014 00.00,S44.T001,S302.T01,23.604,16.789,16.766,24.385,42.568,14.476,32.719,44.191,14.914
03/11/2014 01.00,S44.T002,S302.T02,23.604,16.789,16.766,24.067,42.568,14.476,33.883,44.191,14.914
03/11/2014 02.00,S44.T003,S302.T03,23.604,16.789,16.766,24.067,42.568,14.476,32.553,44.191,14.914
03/11/2014 03.00,S44.T004,S302.T04,23.604,16.789,16.766,24.067,42.568,14.476,32.553,44.191,14.914
03/11/2014 04.00,S44.T005,S302.T05,23.604,16.789,16.766,24.067,42.568,14.476,32.553,44.191,14.914
03/11/2014 05.00,S44.T006,S302.T06,23.604,16.789,16.766,24.067,42.568,14.476,33.626,44.191,14.914
03/11/2014 06.00,S44.T007,S302.T07,28.659,17.652,14.717,24.554,43.445,14.304,35.267,44.658,15.237
03/11/2014 07.00,S44.T008,S302.T08,35.236,16.517,15.921,25.844,41.934,13.999,35.332,39.247,14.712
03/11/2014 08.00,S44.T009,S302.T09,31.447,14.823,14.717,29.181,41.667,13.195,32.136,33.353,14.196
03/11/2014 09.00,S44.T010,S302.T10,30.746,14.443,13.538,25.182,40.917,12.766,27.41,24.963,12.456
03/11/2014 10.00,S44.T011,S302.T11,30.525,16.018,13.538,29.308,40.917,13.145,25.543,24.038,12.38
03/11/2014 11.00,S44.T012,S302.T12,27.095,15.526,13.549,29.312,40.917,12.848,24.409,24.026,12.38
03/11/2014 12.00,S44.T013,S302.T13,23.088,15.526,13.672,28.804,41.499,12.848,24.409,24.026,12.38
03/11/2014 13.00,S44.T014,S302.T14,23.088,15.526,15.191,26.193,41.569,12.917,25.543,25.316,13.997
03/11/2014 14.00,S44.T015,S302.T15,27.095,15.604,15.47,25.086,41.569,13.209,29.285,33.93,14.348
03/11/2014 15.00,S44.T016,S302.T16,33.213,17.315,16.766,25.839,42.616,14.305,29.602,40.731,14.621
03/11/2014 16.00,S44.T017,S302.T17,29.613,17.324,16.766,25.741,43.961,14.476,26.854,42.493,14.914
03/11/2014 17.00,S44.T018,S302.T18,27.707,17.324,16.766,25.741,44.104,14.476,25.59,42.493,14.914
03/11/2014 18.00,S44.T019,S302.T19,27.037,17.061,16.766,25.741,43.339,14.476,25.354,42.493,14.914
03/11/2014 19.00,S44.T020,S302.T20,27.003,17.047,16.766,25.741,43.339,14.476,24.862,42.493,14.914
03/11/2014 20.00,S44.T021,S302.T21,27.003,17.047,16.766,32.011,43.339,14.476,24.862,42.493,14.914
03/11/2014 21.00,S44.T022,S302.T22,27.003,17.047,16.766,32.011,43.967,14.476,24.862,42.493,14.914
03/11/2014 22.00,S44.T023,S302.T23,25.06,17.047,16.766,32.686,43.967,14.476,24.862,42.493,14.914
03/11/2014 23.00,S44.T024,S302.T24,24.273,17.047,16.766,32.686,43.967,14.476,24.862,42.493,14.914
04/11/2014 00.00,S44.T025,S303.T01,30.425,46.996,43.486,33.237,44.36,44.722,22.651,13.648,4.798
04/11/2014 01.00,S44.T026,S303.T02,30.425,46.996,43.486,33.237,44.36,44.722,22.651,13.648,4.798
04/11/2014 02.00,S44.T027,S303.T03,30.425,46.996,43.486,33.418,44.36,44.722,22.651,13.648,4.798
04/11/2014 03.00,S44.T028,S303.T04,30.425,46.996,43.486,33.418,44.775,44.722,22.651,13.648,4.798
04/11/2014 04.00,S44.T029,S303.T05,30.425,46.996,43.486,33.539,44.85,44.722,22.651,13.648,4.798
04/11/2014 05.00,S44.T030,S303.T06,32.756,46.996,43.486,34.706,45.67,44.722,22.651,13.648,4.798
04/11/2014 06.00,S44.T031,S303.T07,33.211,45.588,42.329,38.081,45.703,43.995,25.2,13.648,4.397
04/11/2014 07.00,S44.T032,S303.T08,33.992,47.552,40.734,42.546,45.73,44.015,32.288,13.556,3.726
04/11/2014 08.00,S44.T033,S303.T09,32.431,46.997,39.978,35.046,43.663,42.122,25.212,13.154,3.726
04/11/2014 09.00,S44.T034,S303.T10,33.956,46.346,39.918,33.928,44.419,42.006,23.421,11.812,3.726
04/11/2014 10.00,S44.T035,S303.T11,33.939,46.192,39.918,34.601,44.649,42.006,22.943,8.914,3.793
04/11/2014 11.00,S44.T036,S303.T12,33.721,46.192,40.063,34.421,44.654,42.652,22.627,8.914,3.802
04/11/2014 12.00,S44.T037,S303.T13,34.463,46.664,40.907,34.651,45.013,44.106,22.627,8.914,3.802
04/11/2014 13.00,S44.T038,S303.T14,35.396,48.159,42.385,34.82,45.185,44.324,22.627,12.08,3.869
04/11/2014 14.00,S44.T039,S303.T15,37.479,49.664,43.486,35.96,45.494,44.579,22.627,13.235,3.869
04/11/2014 15.00,S44.T040,S303.T16,41.291,50.367,45.032,39.829,46.202,44.922,22.952,13.648,4.508
04/11/2014 16.00,S44.T041,S303.T17,45.319,52.022,45.032,47.708,47.082,45.095,23.365,13.648,4.798
04/11/2014 17.00,S44.T042,S303.T18,45.655,52.022,45.268,40.578,46.14,44.922,23.425,13.648,4.798
04/11/2014 18.00,S44.T043,S303.T19,45.319,51.131,44.781,38.278,45.937,44.922,23.868,13.648,4.798
04/11/2014 19.00,S44.T044,S303.T20,39.249,50.767,44.903,35.639,45.525,44.922,23.37,13.648,4.798
04/11/2014 20.00,S44.T045,S303.T21,37.079,50.377,44.781,34.82,45.148,44.922,22.627,13.648,4.798
04/11/2014 21.00,S44.T046,S303.T22,35.9,50.377,44.781,33.939,44.36,44.722,22.627,13.648,4.798
04/11/2014 22.00,S44.T047,S303.T23,35.307,50.051,44.781,33.175,44.36,44.722,22.627,13.648,4.798
04/11/2014 23.00,S44.T048,S303.T24,34.51,50.014,44.781,33.131,44.36,44.722,22.627,13.648,4.798
05/11/2014 00.00,S44.T049,S304.T01,37.951,52.256,47.499,30.563,16.594,13.608,23.604,19.44,15.161
