Timestep,2025 - base case,2030 - base case,2035 - base case,2040 - base case,2050 - base case,2025 - re delay,2030 - re delay,2035 - re delay,2040 - re delay,2050 -re delay,2025 - ptx delay,2030 - ptx delays,2035 - ptx delay,2040 - ptx delay,2050 - ptx delay
S01-T146,17.5302252,43.71819493,59.30595158,58.86844169,46.50273643,79.50997804,106.4656265,109.0076547,105.055003,109.250108,15.19657803,3.245889901,8.823591246,26.35979247,9.785188405
S01-T147,17.5302252,35.80957028,59.30595158,58.86844169,46.50273643,79.50997804,106.4656265,109.0076547,105.055003,109.250108,14.99675881,3.245889901,8.814580427,26.33655875,9.785188405
S01-T148,17.5302252,35.80957028,59.30595158,58.86844169,46.50273643,79.50997804,106.4656265,109.0076547,105.055003,109.250108,15.14917725,3.245889901,8.823591246,26.33655875,9.785188405
S01-T149,17.5302252,35.80957028,59.30595158,58.86844169,46.50273643,79.50997804,106.4656265,109.0076547,105.055003,109.250108,5.847612725,3.245889901,8.823591246,26.33655875,9.785188405
S01-T150,17.5302252,35.84560311,59.30595158,58.86844169,46.51474925,79.50997804,106.4656265,109.0076547,105.055003,109.250108,5.847612725,3.245889901,8.829498331,26.33655875,9.785188405
S01-T151,48.91711104,54.94508449,62.96001294,63.17705761,46.59625662,82.00826953,106.4656265,109.0076547,105.055003,111.59153,42.7762351,3.245889901,10.79099132,26.94432726,9.816989346
S01-T152,51.5199357,57.8071553,63.02322339,63.17705761,46.59625662,90.55152756,106.786226,109.0076547,105.1603506,111.59153,50.92880612,3.48400614,10.81298073,27.35474128,9.816989346
S01-T153,51.5199357,57.8071553,63.02322339,63.17705761,46.59625662,90.55152756,106.4656265,109.0076547,106.0641749,111.59153,51.41635359,3.245889901,10.80198053,27.45261337,9.816989346
S01-T154,48.91711104,36.24589495,63.02322339,63.11369333,46.59625662,70.05529805,96.74918086,108.7893742,106.0641749,111.59153,49.25043203,3.245889901,10.79099132,26.89009128,9.796990918
S01-T155,48.91711104,36.17306514,58.79926489,63.05039241,46.54947313,66.93633187,96.13538955,94.84784853,104.6346651,111.4797513,49.25043203,3.245889901,5.611005963,26.89009128,9.796990918
S01-T156,50.31948629,36.24589495,58.94988372,63.05039241,46.59625662,70.68918729,95.5294327,105.2600385,104.8446238,111.59153,50.31948629,3.245889901,5.611005963,26.89009128,9.796990918
S01-T157,52.21538394,57.8071553,58.94988372,63.05039241,48.12633123,97.18163227,96.13538955,105.2600385,104.8446238,111.7570429,50.31948629,3.245889901,5.611005963,26.89009128,9.80698513
S01-T158,79.78370066,57.86520774,59.18702472,65.75636813,48.90891066,111.4200819,105.6910759,106.5162716,106.0641749,112.5549296,67.16136814,5.805102322,5.611005963,27.45261337,10.4374654
S01-T159,85.31338874,60.93900326,63.02322339,66.19755748,50.69263977,113.8929866,106.8948954,112.6111309,112.5837052,112.7807526,80.7478312,15.37067719,12.93552853,28.838568,10.80756835
S01-T160,104.7281319,91.34933821,65.13217093,66.33052647,51.32307423,123.204844,110.2030717,112.7240422,112.8067762,115.7645314,109.4334023,15.93309281,12.96181346,29.01333394,11.29383123
S01-T161,130.456373,127.4334924,67.10584461,68.34049891,52.43597757,134.328585,118.3009568,115.9071945,115.9951484,118.914321,130.456373,127.2808374,19.79586471,29.77244827,11.63621757
S01-T162,145.9362057,130.7864084,74.54185971,70.61981259,53.04002499,153.4840755,133.2745011,116.3727409,119.8608684,119.0335418,145.9362057,131.006268,32.28412808,30.7955029,12.48747322
S01-T163,145.9362057,130.7864084,74.54185971,70.68885981,53.09330553,153.4840755,133.2745011,116.4894176,119.8608684,119.0335418,145.9362057,131.006268,32.31663194,30.95187408,12.51286069
S01-T164,145.9362057,130.7864084,74.54185971,70.68885981,53.09330553,153.4840755,133.2745011,116.4894176,119.8608684,119.1528819,145.9362057,131.006268,33.1178361,30.95187408,12.52557349
S01-T165,145.3286244,130.3724597,74.54185971,70.68885981,53.09330553,152.9982538,132.852673,116.4894176,119.9810366,119.2410679,145.3286252,130.7225336,90.32717774,30.95187408,34.41344082
S01-T166,142.848231,127.4334924,74.76649609,70.68885981,53.97074909,152.3613189,122.2204412,116.4894121,119.9810366,119.2723414,144.3581152,130.3301969,90.32717774,30.98213671,53.09161886
S01-T167,130.064834,127.0672353,74.54185971,70.68885981,55.28906974,140.4461123,118.0698082,116.3727354,116.461042,122.0633913,130.064834,127.2808374,91.56830521,30.98213671,53.31358194
S01-T168,129.6744684,127.0672353,72.49478421,70.68885981,55.34312761,134.0671767,117.8126415,115.8406383,116.111447,122.0633913,129.6744684,123.1044625,91.56830521,30.98213671,53.31215067
S02-T001,120.4233556,99.53736117,67.33414116,95.162822,51.1417266,120.7138697,118.0273652,111.698551,112.5767826,118.8188435,120.4233556,85.86896791,30.54997575,39.28853666,11.09027615
S02-T002,113.3033298,86.36044715,67.13177956,89.56459359,49.68740932,120.4233556,114.7859836,111.5866653,109.3808895,118.1065898,113.3033298,42.93299768,24.312581,38.17128855,10.4999359
S02-T003,103.3270613,86.00164086,67.13177956,89.3851797,49.48976077,117.3475521,114.3090765,111.4748914,109.0525137,118.1065898,103.3270613,12.64977958,11.5080118,38.09460987,10.30195469
S02-T004,103.223547,58.14021201,67.00142182,89.3851797,48.77874346,116.3781097,107.3342181,111.3632292,109.0525137,116.634693,103.223547,9.337849455,11.14670456,38.09460987,10.24961356
S02-T005,103.1201362,54.99715609,67.0098604,89.3851797,48.58602372,116.2615444,104.9031365,111.2922159,109.0525137,115.4068979,103.1201362,9.318475437,11.14670456,38.05632804,10.2705186
S02-T006,103.0168289,53.7489107,67.06446055,89.3851797,48.58602372,116.6495388,48.48322507,111.2922159,109.1564154,116.517871,103.0168289,9.318475437,11.14670456,38.09460987,10.26006085
S02-T007,103.1201362,53.7489107,67.19916595,89.56459359,49.72285439,123.7250087,42.41508135,111.5866653,109.372701,118.2250021,103.1201362,9.318475437,11.14670456,38.17128855,10.54838512
S02-T008,133.7001244,53.7489107,67.40173012,89.47484177,50.66711495,142.1759525,42.41508135,111.5866653,112.014089,118.3095897,133.7001244,9.053485951,30.42721124,38.17128855,10.55913148
S02-T009,152.28259,52.22045293,68.88903795,89.47484177,50.76968646,161.1811968,42.41508135,112.5417222,112.014089,118.5809504,152.28259,9.053485951,30.42721124,38.17128855,11.07124755
S02-T010,112.7737769,52.22045293,67.20301227,89.3851797,49.85862923,144.4306618,42.41508135,112.5417222,112.0112983,118.3435328,112.7703279,9.053485951,30.42721124,38.17128855,11.06770084
S02-T011,112.7703279,52.22045293,67.19916595,89.3851797,49.72285439,132.7491484,42.41508135,111.4748914,109.372701,118.1065898,107.5341536,9.053485951,30.42721124,38.17128855,10.54838512
S02-T012,109.1738912,52.22045293,67.19916595,89.3851797,49.72285439,133.5650234,42.41508135,111.4748914,109.372701,118.1065898,103.1201362,9.053485951,30.42721124,38.17128855,10.54838512
S02-T013,112.7703279,52.22045293,67.19916595,89.3851797,49.72285439,134.265979,42.41508135,111.4748914,109.372701,118.1065898,107.5341536,9.053485951,30.42721124,38.17128855,10.54838512
S02-T014,119.1384887,52.22045293,68.88903795,90.97800998,50.51541095,135.3937657,58.15894232,112.411241,112.2136657,118.2250021,119.1384887,9.053485951,30.42721124,38.17128855,10.54838512
S02-T015,131.4515911,52.22045293,69.68896531,95.06986919,51.22962598,135.9613697,117.7789538,112.9956789,112.7970774,121.2342838,131.4515911,9.053485951,30.87351619,40.47662197,10.77430337
S02-T016,131.1754089,52.22045293,70.83429242,95.06986919,51.22824768,140.4469504,117.7789538,114.6227621,115.8631718,121.4387244,131.1754089,9.053485951,31.41251627,40.5988937,11.06770084
S02-T017,145.9867809,53.74891618,103.7112068,101.1161036,53.8688362,167.9846672,121.3602837,115.2461126,116.0956234,124.7827289,145.3495095,27.81323616,73.09521629,60.73068596,11.12233294
S02-T018,164.8437427,127.3957335,111.7157409,116.4129115,100.1894791,180.2404316,147.4298373,127.4278659,123.7796497,128.6659738,164.9913272,131.3035574,90.88663875,112.967363,34.55012214
S02-T019,164.5180504,142.6933557,111.939883,116.5296283,100.390534,180.2404316,157.9274618,127.9087956,123.7796497,128.794956,164.6653398,142.8938084,90.97780378,113.0806309,34.58489426
S02-T020,162.8347167,142.4077374,111.939883,116.5296283,100.390534,179.232494,156.3115623,127.5556087,123.8478757,128.794956,162.9804991,142.6077894,90.97780378,113.0806309,34.58489426
S02-T021,162.8347167,142.4077374,111.939883,116.5296283,100.390534,178.3962283,156.3115623,127.4278659,123.8478757,128.794956,162.8347167,142.6077894,90.97780378,113.0806309,34.58489426
S02-T022,161.5086092,141.5543037,111.939883,114.2985935,100.390534,167.9846672,148.452572,127.5556087,123.9037407,128.794956,161.5086092,141.7252825,90.97780378,109.5406102,34.58489426
S02-T023,131.5833617,137.8296874,126.9088353,116.646462,100.390534,140.5877254,144.079017,135.6343997,126.4451143,128.794956,131.5833617,137.4505327,130.4404104,113.0806309,53.2071637
S02-T024,130.2676386,124.9238788,126.0375672,125.1591688,118.1009997,134.265979,125.0491151,122.1868512,123.9107566,129.1644175,130.2676386,125.8205268,129.7016862,125.0512954,113.8935742
S02-T025,129.750276,115.4249987,112.0956487,125.0338224,118.3431867,133.9934971,120.1683287,116.2966683,123.5373438,128.3121599,129.7502388,116.7079014,112.1772873,123.6796406,115.309434
S02-T026,129.7466386,115.1906605,111.8662456,121.0773044,118.2194063,133.9897407,119.2443783,116.0586683,123.2845255,128.3121599,129.4904938,116.4709628,111.8518491,123.4284858,115.309434
S02-T027,129.7466386,115.4217629,111.8662456,121.1986904,116.8402558,133.9897407,119.3658882,116.1769263,123.077364,128.3121599,129.4904938,116.7046296,112.0780798,121.802958,113.626518
S02-T028,129.4905309,115.0752827,111.4074395,120.4579728,116.3591479,133.9842782,118.9935569,115.9424225,123.2845255,128.5695447,129.4904938,116.3543046,111.3931035,121.802958,113.4264563
S02-T029,129.8767025,115.4249987,111.8662456,120.4579728,116.2426016,133.9897407,119.2669839,116.0586683,123.531828,128.5695447,129.8766653,116.7046296,110.8436228,121.802958,113.3128426
S02-T030,130.0068966,125.9631616,111.8662456,120.5787387,116.2426016,134.265979,125.25041,116.2915093,123.6556829,128.5695447,130.0068593,127.0782333,111.9640019,121.9250703,113.2871615
S02-T031,149.0202572,138.5218471,130.7943158,135.6124261,128.3419874,155.1234885,142.8779074,135.4985781,137.3884341,138.0420627,149.0202572,138.1407909,130.9642299,136.2325916,128.0638359
S02-T032,177.9103207,161.2832307,148.8086353,145.0346309,131.6364453,194.8664824,175.1896691,149.9971975,145.6251664,141.6145063,178.0218204,161.113745,148.5693251,144.1421222,131.6104008
S02-T033,180.7430484,161.2832307,148.9152528,145.7629236,133.8827189,197.5734895,175.1896691,152.4102212,146.0549909,143.8728844,180.8549952,161.113745,148.5693251,146.0163757,133.7268352
S02-T034,178.7968634,150.6223886,136.9120463,145.1799981,131.8962494,197.3757287,174.8390907,146.4905941,145.7647691,142.007107,178.569122,149.4289075,137.286629,144.286596,131.7423303
S02-T035,178.2670508,138.383138,135.7600023,141.0834599,131.6322146,197.1781658,148.7502981,142.2575397,143.2193695,141.6145063,178.2160188,138.0558594,135.8872309,140.1600545,131.4786032
S02-T036,176.5201797,138.1061359,135.6240551,141.0834599,131.6322146,196.7836324,148.5959408,141.9727927,143.2193695,141.6145063,176.2760477,137.7262217,135.8872309,140.1600545,131.4786032
S02-T037,174.2144817,138.1061366,135.6240551,141.0834599,131.6322146,192.9366326,148.4554642,141.8306326,143.2193695,141.6145063,174.3223784,138.053144,135.8872309,140.1600545,131.4786032
S02-T038,174.2144817,138.380417,135.6240551,141.0834599,131.6322146,193.1299498,148.7502977,141.9727927,143.2193695,141.6145063,174.3223784,138.053144,135.8872309,140.1600545,131.4786032
S02-T039,174.563809,157.8514477,149.7923565,145.1799981,131.7641659,193.1299498,158.2919566,151.0891362,145.6167028,141.7228605,174.8469561,157.5048617,148.4205685,144.5759777,131.6104008
S02-T040,176.697064,160.4774915,150.2431967,148.5311348,139.3700016,195.294418,171.1021545,154.096664,148.8295942,143.8728844,177.6655805,160.1483554,148.7182306,147.7650748,134.4853963
S02-T041,180.9241598,160.7993036,150.2431967,148.5311348,139.3700016,199.9787833,175.0308731,154.2511024,148.8295942,151.6869316,181.0362186,160.6303258,148.7182306,147.7650748,134.6202038
S02-T042,203.1523831,161.1217603,150.5445094,148.5311348,139.3700016,224.148555,176.6975077,154.4056953,148.8295942,151.6869316,203.4745306,160.952444,149.0164888,147.7650748,134.6202038
S02-T043,203.1523831,160.9604513,150.2431967,148.5311348,139.3700016,223.9360601,176.6975053,154.2511024,148.8295942,151.6869316,203.2708689,160.7913043,148.7182306,147.7650748,134.6202038
S02-T044,200.613461,160.7993036,149.7923565,148.5311348,139.3700016,220.9160695,174.4892131,154.096664,148.0654129,151.5350574,200.730466,159.2596641,148.5693251,147.7650748,134.6202038
S02-T045,175.8144096,138.2445677,132.077035,145.1799981,133.6147131,196.1933105,148.6013606,143.2938968,145.4730111,143.7288242,175.5712526,137.8557505,132.1012868,144.5759777,132.2436817
S02-T046,154.8454268,134.538608,126.5529528,129.0379004,121.9036735,175.9497476,146.3387156,130.9642299,129.4895123,134.5077509,154.1478972,134.5612177,126.1415781,129.3290172,120.6181687
S02-T047,144.2875101,126.0894383,122.8110153,120.094663,114.9914359,167.8232905,141.6961871,128.6404014,128.3229881,129.8143975,144.27707,126.0894383,124.1791426,120.5465194,71.18903094
S02-T048,131.3199523,125.710987,114.967882,116.4934814,103.5362411,134.3924116,127.9990278,121.6601885,123.53184,128.5695447,131.3199523,125.710987,113.8231204,113.0806309,34.65454296
S02-T049,129.4798125,116.0169669,106.9609647,101.5172244,54.12419448,133.7160693,118.7898834,115.6099786,119.8542195,127.9270471,128.9417126,116.0169669,75.38574577,72.08207418,11.47177158
S02-T050,120.3389641,113.0740126,71.19046783,101.4206224,54.08415704,121.9560676,118.5198953,114.8527324,119.6134764,125.1639843,120.110572,112.976653,52.9220594,60.85430701,11.16723693
S02-T051,120.3389641,113.0740126,71.19046783,101.4206224,53.97711071,121.9560676,118.2641495,114.8527324,118.3467587,125.0330442,120.110572,112.5869857,52.9220594,60.85430701,11.14498603
S02-T052,120.5929686,107.3087688,71.19046783,95.26066953,53.97711071,120.8348918,118.2641495,114.8527269,116.4451708,124.7166046,120.5929686,109.1192141,52.9220594,57.1581519,11.13365382
S02-T053,121.5522319,107.3087688,70.76422243,95.26066953,51.24315987,120.9560351,118.2641495,114.6227621,116.2120227,121.7724212,121.5522319,109.1192141,55.73568922,57.1581519,11.09027615
S02-T054,129.7466014,107.3087688,70.76422243,95.2582675,51.22962598,133.8501067,118.2641495,114.5496647,116.2120227,121.5604721,125.1548164,106.0161857,55.73568922,57.1581519,11.09027615
S02-T055,141.0756032,107.3087688,103.9193051,95.2582675,51.24315987,152.9510283,130.9350739,114.6227621,116.3285385,121.7211798,141.0756044,109.1192141,73.16857209,57.1581519,11.09027615
S02-T056,163.430419,126.7301735,70.76422243,95.26066953,51.29464174,177.9803175,141.0948946,114.967882,117.4991585,122.9144912,163.9180465,128.4553343,55.73568922,57.1581519,11.09027615
S02-T057,163.5942004,126.7301735,71.35401081,97.47024295,53.25678494,180.9536133,148.4472511,116.1676292,119.7333971,125.0330442,164.24675,142.6685691,41.40314488,58.89020478,11.09027615
S02-T058,162.8347633,126.856213,71.11909014,97.37710395,52.23195779,177.9803175,140.8124717,116.1676292,119.6134764,124.9078239,162.8347633,128.4553343,31.50750542,58.77210899,11.09027615
S02-T059,155.1559578,110.2635779,69.0966819,95.162822,51.22962598,167.8232905,118.7529537,114.7376925,116.0956234,121.5604721,155.1559578,110.0028381,31.02306,57.04351849,10.78527588
S02-T060,130.7810652,107.0206867,69.0966819,95.06986919,51.19172948,139.5437495,118.2825998,113.6033676,115.7528758,121.3558202,130.7802638,103.7363929,30.54997575,40.5988937,10.58065647
S02-T061,130.6526724,103.2368295,69.0966819,95.06986919,51.19172948,139.2671478,118.1664935,113.3888498,115.7528758,121.3558202,130.6518717,97.42457279,30.54997575,40.5988937,10.59143514
S02-T062,130.7810652,102.675483,69.0966819,95.162822,51.19172948,139.5437495,118.2825998,113.489577,115.7528758,121.3558202,130.7802638,97.71597458,30.54997575,40.63858852,10.74146787
S02-T063,130.9121646,102.675483,69.0966819,95.162822,51.19172948,139.5437495,118.5198953,113.5959613,115.7528758,121.3558202,130.9113624,97.71597458,30.54997575,40.63858852,10.74146787
S02-T064,130.9121646,102.675483,69.0966819,95.162822,51.19172948,150.6151957,121.6037438,114.737687,115.7499868,121.3558202,130.9113624,97.71597458,30.54997575,40.5988937,11.07124755
S02-T065,152.3924451,56.60605901,69.0966819,95.06986919,51.22962598,167.2734603,121.4883882,114.737687,116.1452597,121.4417346,152.3934445,55.50213539,30.54997575,40.63858852,11.07124755
S02-T066,153.0025576,54.99715609,69.0966819,95.162822,51.27971462,167.6070214,121.4883882,114.6227675,117.7512537,121.4426541,152.8503702,45.16176632,31.44414765,40.55809567,10.82583689
S02-T067,153.000218,53.7489107,69.0966819,95.06986919,51.22962598,167.7724559,121.6101856,114.6227621,115.9793406,121.4426362,153.0012214,9.318475437,30.54997575,40.47662197,11.06770084
S02-T068,151.0787903,53.7489107,69.0966819,92.09370514,51.19172948,167.1059996,109.7503116,114.5496702,115.7471085,121.3201057,150.7725403,9.318475437,30.54997575,39.28607545,11.07124755
S02-T069,130.6145947,53.7489107,68.95818336,92.0014242,50.66782359,143.095174,51.55254269,114.5496647,112.7970535,121.2342838,130.4361548,9.318475437,29.68123142,38.17128855,10.69091745
S02-T070,105.9980422,53.7489107,68.88903795,89.47484177,49.92299482,139.4456532,42.41508135,112.4289932,112.4556262,118.4281941,106.0142252,9.318475437,11.49631656,38.17128855,10.53764951
