MTU (CET/CEST),2023,2022,2021
17.04.2023 08:00 - 17.04.2023 09:00,0.078381795,0.050668724,0.143892617
17.04.2023 09:00 - 17.04.2023 10:00,0.082932996,0.040123457,0.159463087
17.04.2023 10:00 - 17.04.2023 11:00,0.094563843,0.035493827,0.188456376
17.04.2023 11:00 - 17.04.2023 12:00,0.108217446,0.033950617,0.22147651
17.04.2023 12:00 - 17.04.2023 13:00,0.128192162,0.029063786,0.252885906
17.04.2023 13:00 - 17.04.2023 14:00,0.136283186,0.02649177,0.264161074
17.04.2023 14:00 - 17.04.2023 15:00,0.143109987,0.027006173,0.260134228
17.04.2023 15:00 - 17.04.2023 16:00,0.151959545,0.028292181,0.248590604
17.04.2023 16:00 - 17.04.2023 17:00,0.161061947,0.025720165,0.233557047
17.04.2023 17:00 - 17.04.2023 18:00,0.166624526,0.025720165,0.222013423
17.04.2023 18:00 - 17.04.2023 19:00,0.163590392,0.021347737,0.188993289
17.04.2023 19:00 - 17.04.2023 20:00,0.142604298,0.018004115,0.139865772
17.04.2023 20:00 - 17.04.2023 21:00,0.13653603,0.019290123,0.124832215
17.04.2023 21:00 - 17.04.2023 22:00,0.151201011,0.022633745,0.12590604
17.04.2023 22:00 - 17.04.2023 23:00,0.167888748,0.028034979,0.143892617
17.04.2023 23:00 - 18.04.2023 00:00,0.168647282,0.033693416,0.158657718
18.04.2023 00:00 - 18.04.2023 01:00,0.197977244,0.062242798,0.161610738
18.04.2023 01:00 - 18.04.2023 02:00,0.197471555,0.077932099,0.154630872
18.04.2023 02:00 - 18.04.2023 03:00,0.191150442,0.087705761,0.143892617
18.04.2023 03:00 - 18.04.2023 04:00,0.182806574,0.092849794,0.137986577
18.04.2023 04:00 - 18.04.2023 05:00,0.16965866,0.093364198,0.125100671
18.04.2023 05:00 - 18.04.2023 06:00,0.160050569,0.081532922,0.124563758
18.04.2023 06:00 - 18.04.2023 07:00,0.158027813,0.0781893,0.148993289
18.04.2023 07:00 - 18.04.2023 08:00,0.153223767,0.075874486,0.158926174
18.04.2023 08:00 - 18.04.2023 09:00,0.142604298,0.069187243,0.153288591
18.04.2023 09:00 - 18.04.2023 10:00,0.162579014,0.055812757,0.136107383
18.04.2023 10:00 - 18.04.2023 11:00,0.196713021,0.053755144,0.120536913
18.04.2023 11:00 - 18.04.2023 12:00,0.228318584,0.056584362,0.118120805
18.04.2023 12:00 - 18.04.2023 13:00,0.274083439,0.052983539,0.127785235
18.04.2023 13:00 - 18.04.2023 14:00,0.294310999,0.050668724,0.133691275
18.04.2023 14:00 - 18.04.2023 15:00,0.302907712,0.052211934,0.140134228
18.04.2023 15:00 - 18.04.2023 16:00,0.303666245,0.051954733,0.138255034
18.04.2023 16:00 - 18.04.2023 17:00,0.3011378,0.044238683,0.13557047
18.04.2023 17:00 - 18.04.2023 18:00,0.297850822,0.042438272,0.13557047
18.04.2023 18:00 - 18.04.2023 19:00,0.269785082,0.036522634,0.121879195
18.04.2023 19:00 - 18.04.2023 20:00,0.213147914,0.032407407,0.092885906
18.04.2023 20:00 - 18.04.2023 21:00,0.187610619,0.032407407,0.08885906
18.04.2023 21:00 - 18.04.2023 22:00,0.201769912,0.034722222,0.098791946
18.04.2023 22:00 - 18.04.2023 23:00,0.225031606,0.04063786,0.111677852
18.04.2023 23:00 - 19.04.2023 00:00,0.216434893,0.045781893,0.109530201
19.04.2023 00:00 - 19.04.2023 01:00,0.204045512,0.069444444,0.103892617
19.04.2023 01:00 - 19.04.2023 02:00,0.185082174,0.061728395,0.099060403
19.04.2023 02:00 - 19.04.2023 03:00,0.165613148,0.051440329,0.091543624
19.04.2023 03:00 - 19.04.2023 04:00,0.144121365,0.045010288,0.092348993
19.04.2023 04:00 - 19.04.2023 05:00,0.131226296,0.039866255,0.08885906
19.04.2023 05:00 - 19.04.2023 06:00,0.130720607,0.030606996,0.087785235
19.04.2023 06:00 - 19.04.2023 07:00,0.140075853,0.024691358,0.092348993
19.04.2023 07:00 - 19.04.2023 08:00,0.147408344,0.019547325,0.090469799
19.04.2023 08:00 - 19.04.2023 09:00,0.148925411,0.013374486,0.085637584
19.04.2023 09:00 - 19.04.2023 10:00,0.186599241,0.010288066,0.081879195
19.04.2023 10:00 - 19.04.2023 11:00,0.230088496,0.014917695,0.084026846
19.04.2023 11:00 - 19.04.2023 12:00,0.272313527,0.024176955,0.096644295
19.04.2023 12:00 - 19.04.2023 13:00,0.322629583,0.037294239,0.110604027
19.04.2023 13:00 - 19.04.2023 14:00,0.350189633,0.052469136,0.115167785
19.04.2023 14:00 - 19.04.2023 15:00,0.364348925,0.06095679,0.12
19.04.2023 15:00 - 19.04.2023 16:00,0.374968394,0.068158436,0.116778523
19.04.2023 16:00 - 19.04.2023 17:00,0.374209861,0.069701646,0.106845638
19.04.2023 17:00 - 19.04.2023 18:00,0.365107459,0.081532922,0.108724832
19.04.2023 18:00 - 19.04.2023 19:00,0.32920354,0.08281893,0.106845638
19.04.2023 19:00 - 19.04.2023 20:00,0.271302149,0.074074074,0.094228188
19.04.2023 20:00 - 19.04.2023 21:00,0.245764855,0.064300412,0.097181208
19.04.2023 21:00 - 19.04.2023 22:00,0.256131479,0.05787037,0.106308725
19.04.2023 22:00 - 19.04.2023 23:00,0.272819216,0.053755144,0.118926174
19.04.2023 23:00 - 20.04.2023 00:00,0.262958281,0.049125514,0.113825503
20.04.2023 00:00 - 20.04.2023 01:00,0.293046776,0.047067901,0.052080537
20.04.2023 01:00 - 20.04.2023 02:00,0.298103666,0.031378601,0.040268456
20.04.2023 02:00 - 20.04.2023 03:00,0.304424779,0.024176955,0.03114094
20.04.2023 03:00 - 20.04.2023 04:00,0.310493047,0.022376543,0.027114094
20.04.2023 04:00 - 20.04.2023 05:00,0.322123894,0.023148148,0.02442953
20.04.2023 05:00 - 20.04.2023 06:00,0.338305942,0.023148148,0.025503356
20.04.2023 06:00 - 20.04.2023 07:00,0.339064475,0.030864198,0.025503356
20.04.2023 07:00 - 20.04.2023 08:00,0.332237674,0.042952675,0.021744966
20.04.2023 08:00 - 20.04.2023 09:00,0.327939317,0.046296296,0.017181208
20.04.2023 09:00 - 20.04.2023 10:00,0.368647282,0.049382716,0.01261745
20.04.2023 10:00 - 20.04.2023 11:00,0.389633375,0.065329218,0.011006711
20.04.2023 11:00 - 20.04.2023 12:00,0.38204804,0.08590535,0.011543624
20.04.2023 12:00 - 20.04.2023 13:00,0.404045512,0.10005144,0.01557047
20.04.2023 13:00 - 20.04.2023 14:00,0.397977244,0.114969136,0.02147651
20.04.2023 14:00 - 20.04.2023 15:00,0.391150442,0.127057613,0.027919463
20.04.2023 15:00 - 20.04.2023 16:00,0.382300885,0.137345679,0.036241611
20.04.2023 16:00 - 20.04.2023 17:00,0.371428571,0.13117284,0.053691275
20.04.2023 17:00 - 20.04.2023 18:00,0.363337547,0.160236626,0.065771812
20.04.2023 18:00 - 20.04.2023 19:00,0.336283186,0.174897119,0.073557047
20.04.2023 19:00 - 20.04.2023 20:00,0.283185841,0.163323045,0.070604027
20.04.2023 20:00 - 20.04.2023 21:00,0.26068268,0.138117284,0.068187919
20.04.2023 21:00 - 20.04.2023 22:00,0.270543616,0.120627572,0.067114094
20.04.2023 22:00 - 20.04.2023 23:00,0.27863464,0.119598765,0.07409396
20.04.2023 23:00 - 21.04.2023 00:00,0.258912769,0.12962963,0.094765101
21.04.2023 00:00 - 21.04.2023 01:00,0.259924147,0.199331276,0.163758389
21.04.2023 01:00 - 21.04.2023 02:00,0.237420986,0.199331276,0.183892617
21.04.2023 02:00 - 21.04.2023 03:00,0.213653603,0.196502058,0.214228188
21.04.2023 03:00 - 21.04.2023 04:00,0.188874842,0.191358025,0.249395973
21.04.2023 04:00 - 21.04.2023 05:00,0.170922882,0.195730453,0.293422819
21.04.2023 05:00 - 21.04.2023 06:00,0.161314791,0.191100823,0.340134228
21.04.2023 06:00 - 21.04.2023 07:00,0.1494311,0.210390947,0.41557047
21.04.2023 07:00 - 21.04.2023 08:00,0.136283186,0.223765432,0.472751678
21.04.2023 08:00 - 21.04.2023 09:00,0.12642225,0.221450617,0.559463087
21.04.2023 09:00 - 21.04.2023 10:00,0.12920354,0.197530864,0.60590604
21.04.2023 10:00 - 21.04.2023 11:00,0.131984829,0.198302469,0.676510067
21.04.2023 11:00 - 21.04.2023 12:00,0.131984829,0.233796296,0.734228188
21.04.2023 12:00 - 21.04.2023 13:00,0.15954488,0.271090535,0.777718121
21.04.2023 13:00 - 21.04.2023 14:00,0.170670038,0.311213992,0.799463087
21.04.2023 14:00 - 21.04.2023 15:00,0.17699115,0.332047325,0.839731544
21.04.2023 15:00 - 21.04.2023 16:00,0.175221239,0.339506173,0.854765101
21.04.2023 16:00 - 21.04.2023 17:00,0.175221239,0.297067901,0.87114094
21.04.2023 17:00 - 21.04.2023 18:00,0.171681416,0.304269547,0.887516779
21.04.2023 18:00 - 21.04.2023 19:00,0.155246523,0.284979424,0.849127517
21.04.2023 19:00 - 21.04.2023 20:00,0.124652339,0.256430041,0.785503356
21.04.2023 20:00 - 21.04.2023 21:00,0.114285714,0.242541152,0.763489933
21.04.2023 21:00 - 21.04.2023 22:00,0.129456384,0.252314815,0.761073826
21.04.2023 22:00 - 21.04.2023 23:00,0.145132743,0.266203704,0.770738255
21.04.2023 23:00 - 22.04.2023 00:00,0.146902655,0.273919753,0.795436242
22.04.2023 00:00 - 22.04.2023 01:00,0.157522124,0.278806584,0.753020134
22.04.2023 01:00 - 22.04.2023 02:00,0.163843236,0.265174897,0.705503356
22.04.2023 02:00 - 22.04.2023 03:00,0.166118837,0.26723251,0.693422819
22.04.2023 03:00 - 22.04.2023 04:00,0.169911504,0.27340535,0.680805369
22.04.2023 04:00 - 22.04.2023 05:00,0.172945638,0.285236626,0.669530201
22.04.2023 05:00 - 22.04.2023 06:00,0.180278129,0.282664609,0.657986577
22.04.2023 06:00 - 22.04.2023 07:00,0.185082174,0.304012346,0.680268456
22.04.2023 07:00 - 22.04.2023 08:00,0.17977244,0.320473251,0.649127517
22.04.2023 08:00 - 22.04.2023 09:00,0.168900126,0.337705761,0.699865772
22.04.2023 09:00 - 22.04.2023 10:00,0.182806574,0.337705761,0.72885906
22.04.2023 10:00 - 22.04.2023 11:00,0.20278129,0.341563786,0.739865772
22.04.2023 11:00 - 22.04.2023 12:00,0.239190898,0.349022634,0.739865772
22.04.2023 12:00 - 22.04.2023 13:00,0.297597977,0.35468107,0.733154362
22.04.2023 13:00 - 22.04.2023 14:00,0.337800253,0.376028807,0.726442953
22.04.2023 14:00 - 22.04.2023 15:00,0.355752212,0.395576132,0.733691275
22.04.2023 15:00 - 22.04.2023 16:00,0.348166877,0.415123457,0.736644295
22.04.2023 16:00 - 22.04.2023 17:00,0.319848293,0.379372428,0.743355705
22.04.2023 17:00 - 22.04.2023 18:00,0.28874842,0.401234568,0.738255034
22.04.2023 18:00 - 22.04.2023 19:00,0.241972187,0.381430041,0.674899329
22.04.2023 19:00 - 22.04.2023 20:00,0.190391909,0.339763374,0.588724832
22.04.2023 20:00 - 22.04.2023 21:00,0.183312263,0.302726337,0.557852349
22.04.2023 21:00 - 22.04.2023 22:00,0.204045512,0.264917695,0.563489933
22.04.2023 22:00 - 22.04.2023 23:00,0.22022756,0.236111111,0.569127517
22.04.2023 23:00 - 23.04.2023 00:00,0.226801517,0.212962963,0.589530201
23.04.2023 00:00 - 23.04.2023 01:00,0.322629583,0.204475309,0.450469799
23.04.2023 01:00 - 23.04.2023 02:00,0.310745891,0.1718107,0.412885906
23.04.2023 02:00 - 23.04.2023 03:00,0.295069532,0.160751029,0.390872483
23.04.2023 03:00 - 23.04.2023 04:00,0.278128951,0.153806584,0.355167785
23.04.2023 04:00 - 23.04.2023 05:00,0.266245259,0.152006173,0.32
23.04.2023 05:00 - 23.04.2023 06:00,0.255372946,0.159722222,0.302550336
23.04.2023 06:00 - 23.04.2023 07:00,0.22806574,0.195730453,0.294228188
23.04.2023 07:00 - 23.04.2023 08:00,0.202022756,0.216820988,0.264966443
23.04.2023 08:00 - 23.04.2023 09:00,0.185082174,0.22505144,0.305771812
23.04.2023 09:00 - 23.04.2023 10:00,0.200252845,0.221450617,0.32590604
23.04.2023 10:00 - 23.04.2023 11:00,0.207079646,0.233281893,0.324832215
23.04.2023 11:00 - 23.04.2023 12:00,0.203792668,0.251028807,0.335033557
23.04.2023 12:00 - 23.04.2023 13:00,0.20278129,0.266203704,0.335033557
23.04.2023 13:00 - 23.04.2023 14:00,0.203034134,0.298096708,0.328322148
23.04.2023 14:00 - 23.04.2023 15:00,0.202528445,0.325360082,0.338255034
23.04.2023 15:00 - 23.04.2023 16:00,0.18988622,0.348251029,0.363221477
23.04.2023 16:00 - 23.04.2023 17:00,0.175979772,0.333333333,0.398926174
23.04.2023 17:00 - 23.04.2023 18:00,0.15448799,0.357253086,0.39409396
23.04.2023 18:00 - 23.04.2023 19:00,0.120606827,0.347736626,0.354362416
23.04.2023 19:00 - 23.04.2023 20:00,0.09102402,0.324074074,0.299597315
23.04.2023 20:00 - 23.04.2023 21:00,0.078887484,0.311213992,0.255033557
23.04.2023 21:00 - 23.04.2023 22:00,0.074083439,0.298353909,0.241879195
23.04.2023 22:00 - 23.04.2023 23:00,0.075094817,0.305555556,0.241073826
23.04.2023 23:00 - 24.04.2023 00:00,0.06852086,0.322273663,0.245637584
24.04.2023 00:00 - 24.04.2023 01:00,0.11630847,0.333847737,0.315167785
24.04.2023 01:00 - 24.04.2023 02:00,0.120101138,0.336162551,0.279731544
24.04.2023 02:00 - 24.04.2023 03:00,0.118584071,0.337962963,0.262281879
24.04.2023 03:00 - 24.04.2023 04:00,0.124905183,0.340792181,0.239731544
24.04.2023 04:00 - 24.04.2023 05:00,0.132490518,0.339248971,0.207516779
24.04.2023 05:00 - 24.04.2023 06:00,0.135777497,0.321502058,0.175033557
24.04.2023 06:00 - 24.04.2023 07:00,0.13426043,0.326903292,0.156510067
24.04.2023 07:00 - 24.04.2023 08:00,0.130720607,0.33436214,0.123489933
24.04.2023 08:00 - 24.04.2023 09:00,0.128950695,0.355709877,0.112214765
24.04.2023 09:00 - 24.04.2023 10:00,0.146144121,0.349022634,0.099060403
24.04.2023 10:00 - 24.04.2023 11:00,0.152212389,0.364454733,0.092885906
24.04.2023 11:00 - 24.04.2023 12:00,0.145132743,0.381430041,0.105503356
24.04.2023 12:00 - 24.04.2023 13:00,0.147661188,0.397376543,0.11114094
24.04.2023 13:00 - 24.04.2023 14:00,0.146396966,0.426697531,0.123221477
24.04.2023 14:00 - 24.04.2023 15:00,0.145132743,0.444701646,0.154899329
24.04.2023 15:00 - 24.04.2023 16:00,0.145891277,0.459619342,0.190604027
24.04.2023 16:00 - 24.04.2023 17:00,0.158786346,0.41255144,0.213422819
24.04.2023 17:00 - 24.04.2023 18:00,0.173957016,0.424639918,0.203489933
24.04.2023 18:00 - 24.04.2023 19:00,0.187610619,0.398148148,0.148724832
24.04.2023 19:00 - 24.04.2023 20:00,0.189380531,0.356738683,0.121610738
24.04.2023 20:00 - 24.04.2023 21:00,0.2,0.316872428,0.100134228
24.04.2023 21:00 - 24.04.2023 22:00,0.226801517,0.274434156,0.090738255
24.04.2023 22:00 - 24.04.2023 23:00,0.25562579,0.246399177,0.084832215
24.04.2023 23:00 - 25.04.2023 00:00,0.281163085,0.220936214,0.073020134
25.04.2023 00:00 - 25.04.2023 01:00,0.307711757,0.229423868,0.062281879
25.04.2023 01:00 - 25.04.2023 02:00,0.31908976,0.192386831,0.05557047
25.04.2023 02:00 - 25.04.2023 03:00,0.351453856,0.172582305,0.058791946
25.04.2023 03:00 - 25.04.2023 04:00,0.390644753,0.155606996,0.07033557
25.04.2023 04:00 - 25.04.2023 05:00,0.435145386,0.137602881,0.090201342
25.04.2023 05:00 - 25.04.2023 06:00,0.467003793,0.109825103,0.107919463
25.04.2023 06:00 - 25.04.2023 07:00,0.467509482,0.096450617,0.125637584
25.04.2023 07:00 - 25.04.2023 08:00,0.452591656,0.079989712,0.12885906
25.04.2023 08:00 - 25.04.2023 09:00,0.445259166,0.06558642,0.152751678
25.04.2023 09:00 - 25.04.2023 10:00,0.515297092,0.063786008,0.166711409
25.04.2023 10:00 - 25.04.2023 11:00,0.566118837,0.068930041,0.171275168
25.04.2023 11:00 - 25.04.2023 12:00,0.56460177,0.070730453,0.186308725
25.04.2023 12:00 - 25.04.2023 13:00,0.614917826,0.06867284,0.204295302
25.04.2023 13:00 - 25.04.2023 14:00,0.612136536,0.07973251,0.230067114
25.04.2023 14:00 - 25.04.2023 15:00,0.609860936,0.097479424,0.246979866
25.04.2023 15:00 - 25.04.2023 16:00,0.608596713,0.121141975,0.272214765
25.04.2023 16:00 - 25.04.2023 17:00,0.615929204,0.128858025,0.281610738
25.04.2023 17:00 - 25.04.2023 18:00,0.63817952,0.136316872,0.262818792
25.04.2023 18:00 - 25.04.2023 19:00,0.633881163,0.122170782,0.208590604
25.04.2023 19:00 - 25.04.2023 20:00,0.58988622,0.101337449,0.183087248
25.04.2023 20:00 - 25.04.2023 21:00,0.589380531,0.085648148,0.144697987
25.04.2023 21:00 - 25.04.2023 22:00,0.611630847,0.074331276,0.110872483
25.04.2023 22:00 - 25.04.2023 23:00,0.628824273,0.072016461,0.090201342
25.04.2023 23:00 - 26.04.2023 00:00,0.630088496,0.069701646,0.079731544
26.04.2023 00:00 - 26.04.2023 01:00,0.659165613,0.046039095,0.037852349
26.04.2023 01:00 - 26.04.2023 02:00,0.631605563,0.042695473,0.034362416
26.04.2023 02:00 - 26.04.2023 03:00,0.629582807,0.039609053,0.031677852
26.04.2023 03:00 - 26.04.2023 04:00,0.628824273,0.040380658,0.025234899
26.04.2023 04:00 - 26.04.2023 05:00,0.636915297,0.048611111,0.022281879
26.04.2023 05:00 - 26.04.2023 06:00,0.63539823,0.051440329,0.025234899
26.04.2023 06:00 - 26.04.2023 07:00,0.591656131,0.049382716,0.024697987
26.04.2023 07:00 - 26.04.2023 08:00,0.536030341,0.043981481,0.020402685
26.04.2023 08:00 - 26.04.2023 09:00,0.509987358,0.038065844,0.022281879
26.04.2023 09:00 - 26.04.2023 10:00,0.585335019,0.031121399,0.027114094
26.04.2023 10:00 - 26.04.2023 11:00,0.637420986,0.033950617,0.034362416
26.04.2023 11:00 - 26.04.2023 12:00,0.620480405,0.036265432,0.046711409
26.04.2023 12:00 - 26.04.2023 13:00,0.655878635,0.039609053,0.049932886
26.04.2023 13:00 - 26.04.2023 14:00,0.632616941,0.049382716,0.053691275
26.04.2023 14:00 - 26.04.2023 15:00,0.621997472,0.0625,0.056644295
26.04.2023 15:00 - 26.04.2023 16:00,0.610619469,0.083590535,0.054765101
26.04.2023 16:00 - 26.04.2023 17:00,0.60783818,0.104166667,0.053959732
26.04.2023 17:00 - 26.04.2023 18:00,0.607079646,0.125514403,0.053691275
26.04.2023 18:00 - 26.04.2023 19:00,0.571175727,0.135545267,0.044026846
26.04.2023 19:00 - 26.04.2023 20:00,0.508723135,0.131944444,0.045637584
26.04.2023 20:00 - 26.04.2023 21:00,0.490771176,0.119341564,0.038389262
26.04.2023 21:00 - 26.04.2023 22:00,0.500379267,0.103652263,0.035167785
26.04.2023 22:00 - 26.04.2023 23:00,0.503413401,0.098765432,0.035436242
26.04.2023 23:00 - 27.04.2023 00:00,0.498609355,0.100308642,0.035167785
27.04.2023 00:00 - 27.04.2023 01:00,0.476359039,0.051440329,0.036241611
27.04.2023 01:00 - 27.04.2023 02:00,0.46573957,0.055041152,0.037852349
27.04.2023 02:00 - 27.04.2023 03:00,0.468015171,0.056841564,0.041879195
27.04.2023 03:00 - 27.04.2023 04:00,0.466750948,0.058641975,0.046442953
27.04.2023 04:00 - 27.04.2023 05:00,0.469785082,0.060442387,0.048590604
27.04.2023 05:00 - 27.04.2023 06:00,0.466498104,0.05787037,0.04590604
27.04.2023 06:00 - 27.04.2023 07:00,0.441466498,0.055555556,0.042684564
27.04.2023 07:00 - 27.04.2023 08:00,0.414412137,0.047067901,0.03704698
27.04.2023 08:00 - 27.04.2023 09:00,0.405309735,0.034207819,0.027919463
27.04.2023 09:00 - 27.04.2023 10:00,0.462958281,0.022890947,0.022013423
27.04.2023 10:00 - 27.04.2023 11:00,0.49102402,0.019547325,0.021744966
27.04.2023 11:00 - 27.04.2023 12:00,0.474336283,0.02186214,0.026845638
27.04.2023 12:00 - 27.04.2023 13:00,0.483185841,0.02494856,0.028993289
27.04.2023 13:00 - 27.04.2023 14:00,0.466245259,0.034465021,0.032483221
27.04.2023 14:00 - 27.04.2023 15:00,0.454614412,0.049125514,0.036510067
27.04.2023 15:00 - 27.04.2023 16:00,0.429077118,0.063786008,0.049127517
27.04.2023 16:00 - 27.04.2023 17:00,0.403034134,0.065329218,0.062818792
27.04.2023 17:00 - 27.04.2023 18:00,0.368141593,0.066358025,0.06147651
27.04.2023 18:00 - 27.04.2023 19:00,0.305941846,0.056584362,0.059060403
27.04.2023 19:00 - 27.04.2023 20:00,0.233881163,0.046296296,0.063087248
27.04.2023 20:00 - 27.04.2023 21:00,0.178761062,0.039866255,0.062281879
27.04.2023 21:00 - 27.04.2023 22:00,0.137800253,0.037294239,0.065234899
27.04.2023 22:00 - 27.04.2023 23:00,0.11125158,0.038837449,0.06442953
27.04.2023 23:00 - 28.04.2023 00:00,0.092541087,0.041923868,0.059328859
28.04.2023 00:00 - 28.04.2023 01:00,0.134766119,0.083847737,0.067919463
28.04.2023 01:00 - 28.04.2023 02:00,0.112515803,0.090020576,0.060402685
28.04.2023 02:00 - 28.04.2023 03:00,0.095828066,0.105452675,0.05557047
28.04.2023 03:00 - 28.04.2023 04:00,0.080151707,0.123971193,0.052080537
28.04.2023 04:00 - 28.04.2023 05:00,0.060935525,0.139660494,0.048053691
28.04.2023 05:00 - 28.04.2023 06:00,0.038685209,0.133230453,0.043489933
28.04.2023 06:00 - 28.04.2023 07:00,0.027054362,0.135288066,0.041610738
28.04.2023 07:00 - 28.04.2023 08:00,0.026548673,0.139146091,0.037852349
28.04.2023 08:00 - 28.04.2023 09:00,0.029329962,0.14377572,0.034362416
28.04.2023 09:00 - 28.04.2023 10:00,0.042477876,0.152777778,0.030067114
28.04.2023 10:00 - 28.04.2023 11:00,0.056384324,0.16255144,0.031946309
28.04.2023 11:00 - 28.04.2023 12:00,0.074083439,0.156635802,0.039731544
28.04.2023 12:00 - 28.04.2023 13:00,0.082680152,0.151748971,0.043758389
28.04.2023 13:00 - 28.04.2023 14:00,0.100884956,0.16255144,0.04966443
28.04.2023 14:00 - 28.04.2023 15:00,0.114538559,0.176183128,0.052885906
28.04.2023 15:00 - 28.04.2023 16:00,0.123640961,0.200874486,0.058255034
28.04.2023 16:00 - 28.04.2023 17:00,0.119342604,0.206018519,0.062550336
28.04.2023 17:00 - 28.04.2023 18:00,0.113780025,0.2343107,0.059597315
28.04.2023 18:00 - 28.04.2023 19:00,0.106700379,0.245627572,0.04885906
28.04.2023 19:00 - 28.04.2023 20:00,0.097345133,0.241512346,0.050201342
28.04.2023 20:00 - 28.04.2023 21:00,0.097092288,0.224279835,0.054496644
28.04.2023 21:00 - 28.04.2023 22:00,0.100632111,0.188528807,0.069798658
28.04.2023 22:00 - 28.04.2023 23:00,0.099115044,0.169753086,0.090201342
28.04.2023 23:00 - 29.04.2023 00:00,0.089254109,0.169753086,0.100134228
29.04.2023 00:00 - 29.04.2023 01:00,0.0505689,0.201388889,0.160268456
29.04.2023 01:00 - 29.04.2023 02:00,0.041466498,0.191872428,0.164295302
29.04.2023 02:00 - 29.04.2023 03:00,0.034386852,0.189814815,0.178255034
29.04.2023 03:00 - 29.04.2023 04:00,0.030594185,0.187757202,0.192483221
29.04.2023 04:00 - 29.04.2023 05:00,0.03312263,0.185699588,0.201879195
29.04.2023 05:00 - 29.04.2023 06:00,0.042983565,0.172067901,0.204832215
29.04.2023 06:00 - 29.04.2023 07:00,0.05840708,0.164866255,0.206174497
29.04.2023 07:00 - 29.04.2023 08:00,0.078381795,0.15149177,0.199194631
