MTU (CET/CEST),2023,2022,2021
19.11.2023 01:00 - 19.11.2023 02:00,0.627307206,0.251800412,0.627651007
19.11.2023 02:00 - 19.11.2023 03:00,0.619721871,0.256430041,0.642684564
19.11.2023 03:00 - 19.11.2023 04:00,0.61795196,0.268004115,0.644832215
19.11.2023 04:00 - 19.11.2023 05:00,0.6,0.269032922,0.633288591
19.11.2023 05:00 - 19.11.2023 06:00,0.546902655,0.259773663,0.632483221
19.11.2023 06:00 - 19.11.2023 07:00,0.452591656,0.232253086,0.667919463
19.11.2023 07:00 - 19.11.2023 08:00,0.385335019,0.206532922,0.670604027
19.11.2023 08:00 - 19.11.2023 09:00,0.383565107,0.226080247,0.659060403
19.11.2023 09:00 - 19.11.2023 10:00,0.36182048,0.241769547,0.664697987
19.11.2023 10:00 - 19.11.2023 11:00,0.338305942,0.239969136,0.675167785
19.11.2023 11:00 - 19.11.2023 12:00,0.32920354,0.250771605,0.674899329
19.11.2023 12:00 - 19.11.2023 13:00,0.310493047,0.244598765,0.694228188
19.11.2023 13:00 - 19.11.2023 14:00,0.283438685,0.242798354,0.712483221
19.11.2023 14:00 - 19.11.2023 15:00,0.266498104,0.222736626,0.701208054
19.11.2023 15:00 - 19.11.2023 16:00,0.237926675,0.21244856,0.702818792
19.11.2023 16:00 - 19.11.2023 17:00,0.227307206,0.215534979,0.69261745
19.11.2023 17:00 - 19.11.2023 18:00,0.214917826,0.225308642,0.703892617
19.11.2023 18:00 - 19.11.2023 19:00,0.189633375,0.216049383,0.707919463
19.11.2023 19:00 - 19.11.2023 20:00,0.176232617,0.218364198,0.672214765
19.11.2023 20:00 - 19.11.2023 21:00,0.160809102,0.229423868,0.622818792
19.11.2023 21:00 - 19.11.2023 22:00,0.161567636,0.227623457,0.571006711
19.11.2023 22:00 - 19.11.2023 23:00,0.155752212,0.214506173,0.510872483
19.11.2023 23:00 - 20.11.2023 00:00,0.147661188,0.196759259,0.455302013
20.11.2023 00:00 - 20.11.2023 01:00,0.193426043,0.206790123,0.38738255
20.11.2023 01:00 - 20.11.2023 02:00,0.176485461,0.197273663,0.336107383
20.11.2023 02:00 - 20.11.2023 03:00,0.163337547,0.192644033,0.307651007
20.11.2023 03:00 - 20.11.2023 04:00,0.161061947,0.195987654,0.299865772
20.11.2023 04:00 - 20.11.2023 05:00,0.154993679,0.195730453,0.306845638
20.11.2023 05:00 - 20.11.2023 06:00,0.140581542,0.185699588,0.338255034
20.11.2023 06:00 - 20.11.2023 07:00,0.12136536,0.158179012,0.392214765
20.11.2023 07:00 - 20.11.2023 08:00,0.118836915,0.136574074,0.432751678
20.11.2023 08:00 - 20.11.2023 09:00,0.141845765,0.142489712,0.45557047
20.11.2023 09:00 - 20.11.2023 10:00,0.160303413,0.139403292,0.47033557
20.11.2023 10:00 - 20.11.2023 11:00,0.161061947,0.124228395,0.51114094
20.11.2023 11:00 - 20.11.2023 12:00,0.165865992,0.112139918,0.552483221
20.11.2023 12:00 - 20.11.2023 13:00,0.167383059,0.098251029,0.604563758
20.11.2023 13:00 - 20.11.2023 14:00,0.169911504,0.087705761,0.629798658
20.11.2023 14:00 - 20.11.2023 15:00,0.174209861,0.066615226,0.64590604
20.11.2023 15:00 - 20.11.2023 16:00,0.181542351,0.051697531,0.654496644
20.11.2023 16:00 - 20.11.2023 17:00,0.193426043,0.045781893,0.64590604
20.11.2023 17:00 - 20.11.2023 18:00,0.201517067,0.042695473,0.668724832
20.11.2023 18:00 - 20.11.2023 19:00,0.192920354,0.035493827,0.657181208
20.11.2023 19:00 - 20.11.2023 20:00,0.191403287,0.032407407,0.63704698
20.11.2023 20:00 - 20.11.2023 21:00,0.19494311,0.030606996,0.612885906
20.11.2023 21:00 - 20.11.2023 22:00,0.20278129,0.031378601,0.55033557
20.11.2023 22:00 - 20.11.2023 23:00,0.203034134,0.034979424,0.502550336
20.11.2023 23:00 - 21.11.2023 00:00,0.191403287,0.045010288,0.446442953
21.11.2023 00:00 - 21.11.2023 01:00,0.139064475,0.06404321,0.489932886
21.11.2023 01:00 - 21.11.2023 02:00,0.130214918,0.0781893,0.460939597
21.11.2023 02:00 - 21.11.2023 03:00,0.123388116,0.091820988,0.403758389
21.11.2023 03:00 - 21.11.2023 04:00,0.12414665,0.103395062,0.344161074
21.11.2023 04:00 - 21.11.2023 05:00,0.125410872,0.107510288,0.286711409
21.11.2023 05:00 - 21.11.2023 06:00,0.120353982,0.097222222,0.228724832
21.11.2023 06:00 - 21.11.2023 07:00,0.104677623,0.073302469,0.202684564
21.11.2023 07:00 - 21.11.2023 08:00,0.097597977,0.054783951,0.189530201
21.11.2023 08:00 - 21.11.2023 09:00,0.105689001,0.049639918,0.188456376
21.11.2023 09:00 - 21.11.2023 10:00,0.104677623,0.046553498,0.201879195
21.11.2023 10:00 - 21.11.2023 11:00,0.093046776,0.039351852,0.230872483
21.11.2023 11:00 - 21.11.2023 12:00,0.088495575,0.030606996,0.274630872
21.11.2023 12:00 - 21.11.2023 13:00,0.081668774,0.032921811,0.313288591
21.11.2023 13:00 - 21.11.2023 14:00,0.077117573,0.03600823,0.325100671
21.11.2023 14:00 - 21.11.2023 15:00,0.069279393,0.042695473,0.333691275
21.11.2023 15:00 - 21.11.2023 16:00,0.06068268,0.048096708,0.323489933
21.11.2023 16:00 - 21.11.2023 17:00,0.054108723,0.053755144,0.310872483
21.11.2023 17:00 - 21.11.2023 18:00,0.048546144,0.066358025,0.33557047
21.11.2023 18:00 - 21.11.2023 19:00,0.038685209,0.070730453,0.342281879
21.11.2023 19:00 - 21.11.2023 20:00,0.032869785,0.073559671,0.314630872
21.11.2023 20:00 - 21.11.2023 21:00,0.030594185,0.08590535,0.279194631
21.11.2023 21:00 - 21.11.2023 22:00,0.023767383,0.094393004,0.236778523
21.11.2023 22:00 - 21.11.2023 23:00,0.018204804,0.099794239,0.201073826
21.11.2023 23:00 - 22.11.2023 00:00,0.014917826,0.102366255,0.174228188
22.11.2023 00:00 - 22.11.2023 01:00,0.037926675,0.146090535,0.055302013
22.11.2023 01:00 - 22.11.2023 02:00,0.05562579,0.173868313,0.039463087
22.11.2023 02:00 - 22.11.2023 03:00,0.087231353,0.203703704,0.028187919
22.11.2023 03:00 - 22.11.2023 04:00,0.126675095,0.241255144,0.02147651
22.11.2023 04:00 - 22.11.2023 05:00,0.165360303,0.28909465,0.020671141
22.11.2023 05:00 - 22.11.2023 06:00,0.205309735,0.342335391,0.032214765
22.11.2023 06:00 - 22.11.2023 07:00,0.225790139,0.367026749,0.051275168
22.11.2023 07:00 - 22.11.2023 08:00,0.25840708,0.380658436,0.066308725
22.11.2023 08:00 - 22.11.2023 09:00,0.348166877,0.474279835,0.082416107
22.11.2023 09:00 - 22.11.2023 10:00,0.439443742,0.548611111,0.094228188
22.11.2023 10:00 - 22.11.2023 11:00,0.501896334,0.564300412,0.108187919
22.11.2023 11:00 - 22.11.2023 12:00,0.598482933,0.597479424,0.129395973
22.11.2023 12:00 - 22.11.2023 13:00,0.619721871,0.571244856,0.164832215
22.11.2023 13:00 - 22.11.2023 14:00,0.63539823,0.541409465,0.208590604
22.11.2023 14:00 - 22.11.2023 15:00,0.639443742,0.513888889,0.26738255
22.11.2023 15:00 - 22.11.2023 16:00,0.641213654,0.492283951,0.319463087
22.11.2023 16:00 - 22.11.2023 17:00,0.65335019,0.47968107,0.36966443
22.11.2023 17:00 - 22.11.2023 18:00,0.661188369,0.451903292,0.436241611
22.11.2023 18:00 - 22.11.2023 19:00,0.614664981,0.394032922,0.471946309
22.11.2023 19:00 - 22.11.2023 20:00,0.603286979,0.370884774,0.469530201
22.11.2023 20:00 - 22.11.2023 21:00,0.61289507,0.357253086,0.468456376
22.11.2023 21:00 - 22.11.2023 22:00,0.615676359,0.347736626,0.460134228
22.11.2023 22:00 - 22.11.2023 23:00,0.616182048,0.333076132,0.444026846
22.11.2023 23:00 - 23.11.2023 00:00,0.634386852,0.319958848,0.441342282
23.11.2023 00:00 - 23.11.2023 01:00,0.692035398,0.377314815,0.392483221
23.11.2023 01:00 - 23.11.2023 02:00,0.710493047,0.372170782,0.37261745
23.11.2023 02:00 - 23.11.2023 03:00,0.712768647,0.369341564,0.353020134
23.11.2023 03:00 - 23.11.2023 04:00,0.707964602,0.376800412,0.332080537
23.11.2023 04:00 - 23.11.2023 05:00,0.677876106,0.388888889,0.319194631
23.11.2023 05:00 - 23.11.2023 06:00,0.631099874,0.393518519,0.296107383
23.11.2023 06:00 - 23.11.2023 07:00,0.554993679,0.361368313,0.284832215
23.11.2023 07:00 - 23.11.2023 08:00,0.52920354,0.333076132,0.267651007
23.11.2023 08:00 - 23.11.2023 09:00,0.608596713,0.381430041,0.233557047
23.11.2023 09:00 - 23.11.2023 10:00,0.644500632,0.41409465,0.212885906
23.11.2023 10:00 - 23.11.2023 11:00,0.637420986,0.40149177,0.22442953
23.11.2023 11:00 - 23.11.2023 12:00,0.681163085,0.400977366,0.262281879
23.11.2023 12:00 - 23.11.2023 13:00,0.658912769,0.373713992,0.29852349
23.11.2023 13:00 - 23.11.2023 14:00,0.631605563,0.360596708,0.312214765
23.11.2023 14:00 - 23.11.2023 15:00,0.615423515,0.352623457,0.317583893
23.11.2023 15:00 - 23.11.2023 16:00,0.609355247,0.347479424,0.30738255
23.11.2023 16:00 - 23.11.2023 17:00,0.630088496,0.359053498,0.322147651
23.11.2023 17:00 - 23.11.2023 18:00,0.636156764,0.371656379,0.369932886
23.11.2023 18:00 - 23.11.2023 19:00,0.593931732,0.358539095,0.40295302
23.11.2023 19:00 - 23.11.2023 20:00,0.596207332,0.36882716,0.398120805
23.11.2023 20:00 - 23.11.2023 21:00,0.622250316,0.385545267,0.386577181
23.11.2023 21:00 - 23.11.2023 22:00,0.6505689,0.408436214,0.37852349
23.11.2023 22:00 - 23.11.2023 23:00,0.654361568,0.415380658,0.373691275
23.11.2023 23:00 - 24.11.2023 00:00,0.65335019,0.409979424,0.373422819
24.11.2023 00:00 - 24.11.2023 01:00,0.687231353,0.462705761,0.374496644
24.11.2023 01:00 - 24.11.2023 02:00,0.674841972,0.452160494,0.369127517
24.11.2023 02:00 - 24.11.2023 03:00,0.667762326,0.428240741,0.362416107
24.11.2023 03:00 - 24.11.2023 04:00,0.670290771,0.413323045,0.344966443
24.11.2023 04:00 - 24.11.2023 05:00,0.664222503,0.404578189,0.329395973
24.11.2023 05:00 - 24.11.2023 06:00,0.63312263,0.37962963,0.297449664
24.11.2023 06:00 - 24.11.2023 07:00,0.558027813,0.31558642,0.275167785
24.11.2023 07:00 - 24.11.2023 08:00,0.519848293,0.260802469,0.251812081
24.11.2023 08:00 - 24.11.2023 09:00,0.58988622,0.263888889,0.215838926
24.11.2023 09:00 - 24.11.2023 10:00,0.637168142,0.25308642,0.188993289
24.11.2023 10:00 - 24.11.2023 11:00,0.622756005,0.215792181,0.196241611
24.11.2023 11:00 - 24.11.2023 12:00,0.634386852,0.188014403,0.216375839
24.11.2023 12:00 - 24.11.2023 13:00,0.592667509,0.163837449,0.243758389
24.11.2023 13:00 - 24.11.2023 14:00,0.578002528,0.152777778,0.253691275
24.11.2023 14:00 - 24.11.2023 15:00,0.590644753,0.14377572,0.250469799
24.11.2023 15:00 - 24.11.2023 16:00,0.602022756,0.135545267,0.238120805
24.11.2023 16:00 - 24.11.2023 17:00,0.611378003,0.136831276,0.230067114
24.11.2023 17:00 - 24.11.2023 18:00,0.578255373,0.139660494,0.25261745
24.11.2023 18:00 - 24.11.2023 19:00,0.471807838,0.131944444,0.271677852
24.11.2023 19:00 - 24.11.2023 20:00,0.392667509,0.130144033,0.272751678
24.11.2023 20:00 - 24.11.2023 21:00,0.36460177,0.130915638,0.271946309
24.11.2023 21:00 - 24.11.2023 22:00,0.325663717,0.139146091,0.273825503
24.11.2023 22:00 - 24.11.2023 23:00,0.295828066,0.149434156,0.274630872
24.11.2023 23:00 - 25.11.2023 00:00,0.267762326,0.168467078,0.279194631
25.11.2023 00:00 - 25.11.2023 01:00,0.316561315,0.222479424,0.305503356
25.11.2023 01:00 - 25.11.2023 02:00,0.298103666,0.246399177,0.275704698
25.11.2023 02:00 - 25.11.2023 03:00,0.290012642,0.27649177,0.236241611
25.11.2023 03:00 - 25.11.2023 04:00,0.297092288,0.309156379,0.207516779
25.11.2023 04:00 - 25.11.2023 05:00,0.286978508,0.343106996,0.195436242
25.11.2023 05:00 - 25.11.2023 06:00,0.254867257,0.385802469,0.191946309
25.11.2023 06:00 - 25.11.2023 07:00,0.223514539,0.375257202,0.20966443
25.11.2023 07:00 - 25.11.2023 08:00,0.214917826,0.349537037,0.241342282
25.11.2023 08:00 - 25.11.2023 09:00,0.234134008,0.39531893,0.258255034
25.11.2023 09:00 - 25.11.2023 10:00,0.224273072,0.410493827,0.271677852
25.11.2023 10:00 - 25.11.2023 11:00,0.193426043,0.379115226,0.310872483
25.11.2023 11:00 - 25.11.2023 12:00,0.180783818,0.366512346,0.366979866
25.11.2023 12:00 - 25.11.2023 13:00,0.164096081,0.334104938,0.415033557
25.11.2023 13:00 - 25.11.2023 14:00,0.150442478,0.312242798,0.44966443
25.11.2023 14:00 - 25.11.2023 15:00,0.137294564,0.276748971,0.473288591
25.11.2023 15:00 - 25.11.2023 16:00,0.128192162,0.259259259,0.508993289
25.11.2023 16:00 - 25.11.2023 17:00,0.130973451,0.259516461,0.513288591
25.11.2023 17:00 - 25.11.2023 18:00,0.131984829,0.248713992,0.537718121
25.11.2023 18:00 - 25.11.2023 19:00,0.117825537,0.217592593,0.503355705
25.11.2023 19:00 - 25.11.2023 20:00,0.109481669,0.200874486,0.448590604
25.11.2023 20:00 - 25.11.2023 21:00,0.099367889,0.195473251,0.376107383
25.11.2023 21:00 - 25.11.2023 22:00,0.082174463,0.190843621,0.310067114
25.11.2023 22:00 - 25.11.2023 23:00,0.064222503,0.169753086,0.258255034
25.11.2023 23:00 - 26.11.2023 00:00,0.047281922,0.154320988,0.211812081
26.11.2023 00:00 - 26.11.2023 01:00,0.062199747,0.153806584,0.209395973
26.11.2023 01:00 - 26.11.2023 02:00,0.055878635,0.139146091,0.177181208
26.11.2023 02:00 - 26.11.2023 03:00,0.056890013,0.125,0.138791946
26.11.2023 03:00 - 26.11.2023 04:00,0.060935525,0.117541152,0.108993289
26.11.2023 04:00 - 26.11.2023 05:00,0.059418458,0.10776749,0.089127517
26.11.2023 05:00 - 26.11.2023 06:00,0.051327434,0.093621399,0.078657718
26.11.2023 06:00 - 26.11.2023 07:00,0.047534766,0.074588477,0.075436242
26.11.2023 07:00 - 26.11.2023 08:00,0.051833123,0.060185185,0.080268456
26.11.2023 08:00 - 26.11.2023 09:00,0.065992415,0.057355967,0.088322148
26.11.2023 09:00 - 26.11.2023 10:00,0.072819216,0.054269547,0.109530201
26.11.2023 10:00 - 26.11.2023 11:00,0.074083439,0.046553498,0.147919463
26.11.2023 11:00 - 26.11.2023 12:00,0.074841972,0.043209877,0.191409396
26.11.2023 12:00 - 26.11.2023 13:00,0.071554994,0.041152263,0.260402685
26.11.2023 13:00 - 26.11.2023 14:00,0.066750948,0.043209877,0.328053691
26.11.2023 14:00 - 26.11.2023 15:00,0.049557522,0.04526749,0.39114094
26.11.2023 15:00 - 26.11.2023 16:00,0.038938053,0.052469136,0.414496644
26.11.2023 16:00 - 26.11.2023 17:00,0.033881163,0.060699588,0.440536913
26.11.2023 17:00 - 26.11.2023 18:00,0.029077118,0.074074074,0.494228188
26.11.2023 18:00 - 26.11.2023 19:00,0.024020228,0.08127572,0.513825503
26.11.2023 19:00 - 26.11.2023 20:00,0.02300885,0.094135802,0.502818792
26.11.2023 20:00 - 26.11.2023 21:00,0.026801517,0.110082305,0.489127517
26.11.2023 21:00 - 26.11.2023 22:00,0.031099874,0.116769547,0.471946309
26.11.2023 22:00 - 26.11.2023 23:00,0.038938053,0.126028807,0.451812081
26.11.2023 23:00 - 27.11.2023 00:00,0.054361568,0.139146091,0.416375839
27.11.2023 00:00 - 27.11.2023 01:00,0.140834387,0.194958848,0.367785235
27.11.2023 01:00 - 27.11.2023 02:00,0.153982301,0.197016461,0.377986577
27.11.2023 02:00 - 27.11.2023 03:00,0.17471555,0.207304527,0.378791946
27.11.2023 03:00 - 27.11.2023 04:00,0.205309735,0.227880658,0.380134228
27.11.2023 04:00 - 27.11.2023 05:00,0.234892541,0.261831276,0.378791946
27.11.2023 05:00 - 27.11.2023 06:00,0.247029077,0.296039095,0.396241611
27.11.2023 06:00 - 27.11.2023 07:00,0.233881163,0.292952675,0.410469799
27.11.2023 07:00 - 27.11.2023 08:00,0.236409608,0.281121399,0.408053691
27.11.2023 08:00 - 27.11.2023 09:00,0.28369153,0.33436214,0.385503356
27.11.2023 09:00 - 27.11.2023 10:00,0.310745891,0.373713992,0.364295302
27.11.2023 10:00 - 27.11.2023 11:00,0.30897598,0.367541152,0.351946309
27.11.2023 11:00 - 27.11.2023 12:00,0.333501896,0.37345679,0.348187919
27.11.2023 12:00 - 27.11.2023 13:00,0.335524652,0.357253086,0.348456376
27.11.2023 13:00 - 27.11.2023 14:00,0.335018963,0.35005144,0.333422819
27.11.2023 14:00 - 27.11.2023 15:00,0.333754741,0.35159465,0.317852349
27.11.2023 15:00 - 27.11.2023 16:00,0.329456384,0.350308642,0.289127517
27.11.2023 16:00 - 27.11.2023 17:00,0.341845765,0.359825103,0.281879195
27.11.2023 17:00 - 27.11.2023 18:00,0.349683944,0.359825103,0.295302013
27.11.2023 18:00 - 27.11.2023 19:00,0.331226296,0.322273663,0.284563758
27.11.2023 19:00 - 27.11.2023 20:00,0.335018963,0.311728395,0.264161074
27.11.2023 20:00 - 27.11.2023 21:00,0.340581542,0.322530864,0.245369128
27.11.2023 21:00 - 27.11.2023 22:00,0.3494311,0.333333333,0.235973154
27.11.2023 22:00 - 27.11.2023 23:00,0.347408344,0.334876543,0.233557047
27.11.2023 23:00 - 28.11.2023 00:00,0.340834387,0.338220165,0.198657718
28.11.2023 00:00 - 28.11.2023 01:00,0.388369153,0.362911523,0.109261745
28.11.2023 01:00 - 28.11.2023 02:00,0.356005057,0.384002058,0.101208054
28.11.2023 02:00 - 28.11.2023 03:00,0.332743363,0.393518519,0.083489933
28.11.2023 03:00 - 28.11.2023 04:00,0.318836915,0.418981481,0.072751678
28.11.2023 04:00 - 28.11.2023 05:00,0.290265487,0.459104938,0.072483221
28.11.2023 05:00 - 28.11.2023 06:00,0.239443742,0.492026749,0.088322148
28.11.2023 06:00 - 28.11.2023 07:00,0.183312263,0.462962963,0.096375839
28.11.2023 07:00 - 28.11.2023 08:00,0.150189633,0.429269547,0.100939597
28.11.2023 08:00 - 28.11.2023 09:00,0.139064475,0.500257202,0.106577181
28.11.2023 09:00 - 28.11.2023 10:00,0.117825537,0.553240741,0.113288591
28.11.2023 10:00 - 28.11.2023 11:00,0.095828066,0.546296296,0.110604027
28.11.2023 11:00 - 28.11.2023 12:00,0.081415929,0.558127572,0.113825503
28.11.2023 12:00 - 28.11.2023 13:00,0.071807838,0.510802469,0.132080537
28.11.2023 13:00 - 28.11.2023 14:00,0.068015171,0.486111111,0.144161074
28.11.2023 14:00 - 28.11.2023 15:00,0.060176991,0.471193416,0.160536913
28.11.2023 15:00 - 28.11.2023 16:00,0.052844501,0.469650206,0.165637584
28.11.2023 16:00 - 28.11.2023 17:00,0.050063211,0.480967078,0.190067114
28.11.2023 17:00 - 28.11.2023 18:00,0.050063211,0.477623457,0.239463087
28.11.2023 18:00 - 28.11.2023 19:00,0.046017699,0.432355967,0.278389262
28.11.2023 19:00 - 28.11.2023 20:00,0.042225032,0.431584362,0.302281879
28.11.2023 20:00 - 28.11.2023 21:00,0.042225032,0.452674897,0.323221477
28.11.2023 21:00 - 28.11.2023 22:00,0.039949431,0.461934156,0.334765101
28.11.2023 22:00 - 28.11.2023 23:00,0.037420986,0.449588477,0.34147651
28.11.2023 23:00 - 29.11.2023 00:00,0.034892541,0.434927984,0.35704698
29.11.2023 00:00 - 29.11.2023 01:00,0.024020228,0.397376543,0.31033557
29.11.2023 01:00 - 29.11.2023 02:00,0.024020228,0.375257202,0.313557047
29.11.2023 02:00 - 29.11.2023 03:00,0.025031606,0.349537037,0.301744966
29.11.2023 03:00 - 29.11.2023 04:00,0.029077118,0.333590535,0.287516779
29.11.2023 04:00 - 29.11.2023 05:00,0.032869785,0.325102881,0.280536913
29.11.2023 05:00 - 29.11.2023 06:00,0.035651075,0.31095679,0.272214765
29.11.2023 06:00 - 29.11.2023 07:00,0.032869785,0.266203704,0.251812081
29.11.2023 07:00 - 29.11.2023 08:00,0.031352718,0.227623457,0.223355705
29.11.2023 08:00 - 29.11.2023 09:00,0.03817952,0.237654321,0.182013423
29.11.2023 09:00 - 29.11.2023 10:00,0.038938053,0.235853909,0.142281879
29.11.2023 10:00 - 29.11.2023 11:00,0.036915297,0.209104938,0.116510067
29.11.2023 11:00 - 29.11.2023 12:00,0.030847029,0.202674897,0.095033557
29.11.2023 12:00 - 29.11.2023 13:00,0.030847029,0.181584362,0.078389262
29.11.2023 13:00 - 29.11.2023 14:00,0.031352718,0.176440329,0.060402685
29.11.2023 14:00 - 29.11.2023 15:00,0.032869785,0.167952675,0.045637584
29.11.2023 15:00 - 29.11.2023 16:00,0.033628319,0.163580247,0.035704698
29.11.2023 16:00 - 29.11.2023 17:00,0.036156764,0.160751029,0.030604027
29.11.2023 17:00 - 29.11.2023 18:00,0.044247788,0.150462963,0.026845638
29.11.2023 18:00 - 29.11.2023 19:00,0.051580278,0.125514403,0.024966443
29.11.2023 19:00 - 29.11.2023 20:00,0.05840708,0.117541152,0.029798658
29.11.2023 20:00 - 29.11.2023 21:00,0.070037927,0.12654321,0.051812081
29.11.2023 21:00 - 29.11.2023 22:00,0.087989886,0.123971193,0.091275168
29.11.2023 22:00 - 29.11.2023 23:00,0.102402023,0.116769547,0.141744966
29.11.2023 23:00 - 30.11.2023 00:00,0.127686473,0.10622428,0.232483221
30.11.2023 00:00 - 30.11.2023 01:00,0.129456384,0.079475309,0.367516779
30.11.2023 01:00 - 30.11.2023 02:00,0.133501896,0.081532922,0.466577181
30.11.2023 02:00 - 30.11.2023 03:00,0.142857143,0.082047325,0.553020134
30.11.2023 03:00 - 30.11.2023 04:00,0.170670038,0.080761317,0.609127517
30.11.2023 04:00 - 30.11.2023 05:00,0.20278129,0.090020576,0.614765101
30.11.2023 05:00 - 30.11.2023 06:00,0.223767383,0.105967078,0.628724832
30.11.2023 06:00 - 30.11.2023 07:00,0.213400759,0.101337449,0.654228188
30.11.2023 07:00 - 30.11.2023 08:00,0.211378003,0.090020576,0.658255034
30.11.2023 08:00 - 30.11.2023 09:00,0.243994943,0.100565844,0.639194631
30.11.2023 09:00 - 30.11.2023 10:00,0.267509482,0.105709877,0.620134228
30.11.2023 10:00 - 30.11.2023 11:00,0.258659924,0.097479424,0.626308725
30.11.2023 11:00 - 30.11.2023 12:00,0.279140329,0.094393004,0.638389262
30.11.2023 12:00 - 30.11.2023 13:00,0.264728192,0.091820988,0.621744966
30.11.2023 13:00 - 30.11.2023 14:00,0.250063211,0.092592593,0.567516779
30.11.2023 14:00 - 30.11.2023 15:00,0.234134008,0.083847737,0.486711409
30.11.2023 15:00 - 30.11.2023 16:00,0.21289507,0.075617284,0.39409396
30.11.2023 16:00 - 30.11.2023 17:00,0.208091024,0.080504115,0.316241611
30.11.2023 17:00 - 30.11.2023 18:00,0.199241466,0.08744856,0.270604027
30.11.2023 18:00 - 30.11.2023 19:00,0.175474083,0.083847737,0.21261745
30.11.2023 19:00 - 30.11.2023 20:00,0.176232617,0.086676955,0.164026846
30.11.2023 20:00 - 30.11.2023 21:00,0.19494311,0.089506173,0.12590604
30.11.2023 21:00 - 30.11.2023 22:00,0.19216182,0.089763374,0.102013423
30.11.2023 22:00 - 30.11.2023 23:00,0.178761062,0.086676955,0.084026846
30.11.2023 23:00 - 01.12.2023 00:00,0.162073325,0.081018519,0.054228188
01.12.2023 00:00 - 01.12.2023 01:00,0.179519595,0.092849794,0.016912752
01.12.2023 01:00 - 01.12.2023 02:00,0.168647282,0.091306584,0.023624161
01.12.2023 02:00 - 01.12.2023 03:00,0.159797724,0.091306584,0.040805369
01.12.2023 03:00 - 01.12.2023 04:00,0.153223767,0.093621399,0.078926174
01.12.2023 04:00 - 01.12.2023 05:00,0.14437421,0.099022634,0.151409396
01.12.2023 05:00 - 01.12.2023 06:00,0.126927939,0.102109053,0.243221477
01.12.2023 06:00 - 01.12.2023 07:00,0.105183312,0.094907407,0.333422819
01.12.2023 07:00 - 01.12.2023 08:00,0.097345133,0.086676955,0.399194631
01.12.2023 08:00 - 01.12.2023 09:00,0.105689001,0.095936214,0.439731544
01.12.2023 09:00 - 01.12.2023 10:00,0.104930468,0.10005144,0.469530201
01.12.2023 10:00 - 01.12.2023 11:00,0.095322377,0.094135802,0.514630872
01.12.2023 11:00 - 01.12.2023 12:00,0.08874842,0.091306584,0.553020134
01.12.2023 12:00 - 01.12.2023 13:00,0.082174463,0.087705761,0.598389262
01.12.2023 13:00 - 01.12.2023 14:00,0.08091024,0.090020576,0.623892617
01.12.2023 14:00 - 01.12.2023 15:00,0.076611884,0.086419753,0.639731544
01.12.2023 15:00 - 01.12.2023 16:00,0.072313527,0.080761317,0.650738255
01.12.2023 16:00 - 01.12.2023 17:00,0.071554994,0.083076132,0.657718121
01.12.2023 17:00 - 01.12.2023 18:00,0.071302149,0.088477366,0.69557047
01.12.2023 18:00 - 01.12.2023 19:00,0.061694058,0.081790123,0.681610738
01.12.2023 19:00 - 01.12.2023 20:00,0.056890013,0.084876543,0.660939597
01.12.2023 20:00 - 01.12.2023 21:00,0.053603034,0.093364198,0.625234899
01.12.2023 21:00 - 01.12.2023 22:00,0.046270544,0.095679012,0.549261745
01.12.2023 22:00 - 01.12.2023 23:00,0.039696587,0.093621399,0.427651007
01.12.2023 23:00 - 02.12.2023 00:00,0.034386852,0.089248971,0.384966443
02.12.2023 00:00 - 02.12.2023 01:00,0.047029077,0.114197531,0.706845638
02.12.2023 01:00 - 02.12.2023 02:00,0.040202276,0.115997942,0.670067114
02.12.2023 02:00 - 02.12.2023 03:00,0.036156764,0.117798354,0.621208054
02.12.2023 03:00 - 02.12.2023 04:00,0.034892541,0.123713992,0.58147651
02.12.2023 04:00 - 02.12.2023 05:00,0.031858407,0.133487654,0.538791946
02.12.2023 05:00 - 02.12.2023 06:00,0.027307206,0.141460905,0.492348993
02.12.2023 06:00 - 02.12.2023 07:00,0.022503161,0.135545267,0.448053691
02.12.2023 07:00 - 02.12.2023 08:00,0.019721871,0.128858025,0.396778523
02.12.2023 08:00 - 02.12.2023 09:00,0.019974716,0.151748971,0.32885906
02.12.2023 09:00 - 02.12.2023 10:00,0.018963338,0.169495885,0.267114094
02.12.2023 10:00 - 02.12.2023 11:00,0.016687737,0.173353909,0.231677852
02.12.2023 11:00 - 02.12.2023 12:00,0.01517067,0.18441358,0.190872483
02.12.2023 12:00 - 02.12.2023 13:00,0.01517067,0.191615226,0.171275168
02.12.2023 13:00 - 02.12.2023 14:00,0.014664981,0.198045267,0.150872483
02.12.2023 14:00 - 02.12.2023 15:00,0.015423515,0.202160494,0.13852349
02.12.2023 15:00 - 02.12.2023 16:00,0.016940582,0.199074074,0.146577181
02.12.2023 16:00 - 02.12.2023 17:00,0.017446271,0.208076132,0.167248322
02.12.2023 17:00 - 02.12.2023 18:00,0.018457649,0.220679012,0.213691275
02.12.2023 18:00 - 02.12.2023 19:00,0.018457649,0.213220165,0.253422819
02.12.2023 19:00 - 02.12.2023 20:00,0.019216182,0.215020576,0.262013423
02.12.2023 20:00 - 02.12.2023 21:00,0.021491783,0.217849794,0.266040268
