P_SM_t_opt_beta0,P_PPA_t_opt_beta0
9.74484,3.78
6.807780000000001,3.78
27.43526,3.78
9.3555,3.78
29.65034,3.78
27.15082000000001,3.78
15.668099999999997,3.78
36.76808,3.78
23.057999999999996,3.78
19.82988,3.78
35.98184,3.78
13.434120000000002,3.78
29.84312,3.78
22.95882,3.78
33.88772,3.78
41.44016,3.78
32.79282,3.78
10.270259999999999,3.78
32.49668,3.78
33.16574,3.78
9.635219999999999,3.78
26.5772,3.78
5.639760000000001,3.78
25.360039999999998,3.78
4.509539999999999,3.78
26.259679999999996,3.78
8.25552,3.78
24.502220000000026,3.78
7.881299999999346,3.78
9.174059999999999,3.78
27.813259999999996,3.78
25.00472,3.78
1.63674,3.78
24.36968,3.78
7.34454,3.78
19.384239999999984,3.78
24.81194,3.78
1.2776400000000003,3.78
21.093719999999998,3.78
21.039499999999997,3.78
20.66528,3.78
0.3175199999999996,3.78
19.561519999999998,3.78
-1.000000304784976e-09,3.78
-9.999998051846148e-10,3.78
17.85296,3.78
5.215500002000007,3.78
0.28727999999999954,3.78
5.755499999999991,3.78
2.4532199999999995,3.78
0.7559999999999998,3.78
-1.0000005268295808e-09,3.78
-1.0000005268295808e-09,3.78
17.41826,3.78
-9.999996941623124e-10,3.78
6.49186000400001,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
-1.000000304784976e-09,3.78
0.9903600000000004,3.78
25.062720000000006,3.78
29.578519999999997,3.78
26.845579999999998,3.78
23.413339999999998,3.78
3.3150599999999995,3.78
24.830840000000002,3.78
16.282159999999998,3.78
4.33944,3.78
4.78548,3.78
25.1786,3.78
24.955579999999998,3.78
1.47798,3.78
1.5573599999999996,3.78
7.7437799999999966,3.78
1.6518599999999997,3.78
0.0,3.78
17.77736,3.78
7.3651400000000145,3.78
0.14364,3.78
21.53846,3.78
21.470419999999997,3.78
6.237,3.78
34.099399999999996,3.78
18.73746,3.78
39.85256,3.78
48.22,3.78
43.4313,3.78
46.73594,3.78
23.33394,3.78
40.1474,3.78
39.1079,3.78
19.82988,3.78
19.232639999999996,3.78
35.50178,3.78
13.59288,3.78
31.1132,3.78
11.600819999999999,3.78
27.805699999999998,3.78
6.781319999999999,3.78
18.030980000000003,3.78
3.7837799999999997,3.78
22.90682,3.78
20.90342,3.78
0.39690000000000003,3.78
21.901339999999998,3.78
2.56662,3.78
1.3494599999999992,3.78
19.19108,3.78
19.05122,3.78
28.036279999999998,3.78
24.980860000000007,3.78
25.412959999999998,3.78
5.091659999999999,3.78
3.48516,3.78
24.333180000000002,3.78
5.828759999999999,3.78
20.950339999999997,3.78
27.431479999999997,3.78
27.83594,3.78
9.415980000000001,3.78
9.884699999999999,3.78
4.815719999999999,3.78
26.484,3.78
4.02192,3.78
23.129839999999998,3.78
23.224339999999998,3.78
2.81988,3.78
2.7329399999999997,3.78
23.59478,3.78
25.16348,3.78
21.342280000000002,3.78
17.58456,3.78
46.74101999999999,3.78
48.22,3.78
48.22,3.78
34.019999999999996,3.78
48.22,3.78
44.609999999999985,3.78
48.22,3.78
48.22,3.78
34.019999999999996,3.78
34.84249999999999,3.78
0.0,3.78
48.22,3.78
0.0,3.78
48.22,3.78
48.22,3.78
48.22,3.78
34.019999999999996,3.78
34.019999999999996,3.78
34.019999999999996,3.78
48.22,3.78
48.22,3.78
48.22,3.78
34.019999999999996,3.78
48.22,3.78
48.22,3.78
48.22,3.78
48.22,3.78
44.12461999999999,3.78
33.241319999999995,3.78
48.22,3.78
34.019999999999996,3.78
48.22,3.78
48.22,3.78
48.22,3.78
34.019999999999996,3.78
48.22,3.78
48.22,3.78
34.019999999999996,3.78
48.21999999999999,3.78
34.019999999999996,3.78
48.22,3.78
34.019999999999996,3.78
34.019999999999996,3.78
48.22,3.78
48.22,3.78
48.22,3.78
34.019999999999996,3.78
44.857499999999995,3.78
48.22,3.78
48.22,3.78
48.22,3.78
26.588519999999995,3.78
48.22,3.78
48.22,3.78
48.22,3.78
22.173479999999998,3.78
36.38629999999999,3.78
15.857099999999997,3.78
27.841300000000007,3.78
20.268359999999998,3.78
16.68114,3.78
31.13966,3.78
10.81458,3.78
28.6562,3.78
8.31978,3.78
26.792659999999998,3.78
24.91022,3.78
4.5662400000000005,3.78
23.84426,3.78
4.05972,3.78
3.6552599999999997,3.78
22.72538,3.78
23.99924,3.78
24.07106,3.78
23.791339999999998,3.78
22.60064,3.78
0.6388200000000004,3.78
19.444339999999997,3.78
0.21167999999999987,3.78
10.343779999999999,3.78
19.3952,3.78
0.4573800000000001,3.78
21.17558,3.78
0.4687199999999998,3.78
1.3797000000000001,3.78
0.9676799999999992,3.78
0.0,3.78
0.0,3.78
9.527200000000006,3.78
0.0,3.78
19.15328,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
26.30126,3.78
24.525959999999994,3.78
3.6023399999999994,3.78
17.91734,3.78
19.7921,3.78
0.0,3.78
1.1793600000000004,3.78
22.1546,3.78
1.2511799999999993,3.78
0.55566,3.78
20.1323,3.78
0.39690000000000003,3.78
22.3247,3.78
2.4381,3.78
22.10168,3.78
1.8824399999999994,3.78
5.0064199999994585,3.78
0.0,3.78
0.0,3.78
16.5224,3.78
17.2595,3.78
0.0,3.78
3.2243399999999993,3.78
24.034559999999992,3.78
17.66396,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
7.3537200000000205,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.0,3.78
0.27593999999999985,3.78
0.7824599999999999,3.78
1.5838199999999998,3.78
22.441879999999998,3.78
3.9727799999999998,3.78
23.88962,3.78
4.40748,3.78
23.87072,3.78
22.252879999999998,3.78
28.554139999999997,3.78
27.52976,3.78
25.197499999999998,3.78
7.578899999999999,3.78
27.47684,3.78
6.671700000000001,3.78
5.05386,3.78
24.320539999999998,3.78
2.5855199999999994,3.78
21.47042,3.78
2.91816,3.78
21.077299999999997,3.78
0.06803999999999988,3.78
19.28936,3.78
4.293539999999449,3.78
19.41788,3.78
1.35702,3.78
23.9123,3.78
4.65696,3.78
6.9325199999999985,3.78
30.931759999999997,3.78
34.09562,3.78
16.78698,3.78
40.50272,3.78
26.4827,3.78
26.04422,3.78
26.512939999999997,3.78
19.79366,3.78
5.072759999999999,3.78
20.049500000000027,3.78
7.7830200000000005,3.78
28.53902,3.78
11.676419999999998,3.78
15.841979999999998,3.78
39.92815999999999,3.78
40.06802,3.78
19.863899999999994,3.78
40.5821,3.78
20.21166,3.78
17.093159999999997,3.78
33.963319999999996,3.78
32.64032,3.78
13.218659999999998,3.78
15.985619999999999,3.78
36.84367999999999,3.78
35.30144,3.78
17.285939999999997,3.78
35.33676,3.78
36.907939999999996,3.78
37.86806,3.78
20.816459999999996,3.78
43.45112,3.78
47.62801999999999,3.78
29.44242,3.78
48.22000000000001,3.78
28.52388,3.78
48.22,3.78
27.042119999999997,3.78
29.46888,3.78
48.104299999999995,3.78
48.22,3.78
28.013579999999994,3.78
30.32694000000001,3.78
48.220000000000006,3.78
48.22,3.78
31.997699999999995,3.78
32.39082000000001,3.78
48.22,3.78
32.59872,3.78
48.219999999999985,3.78
45.642780000000045,3.78
43.58341999999997,3.78
48.22,3.78
45.76826,3.78
42.8501,3.78
18.605159999999994,3.78
37.56944,3.78
14.545440000000001,3.78
34.04648,3.78
14.88564,3.78
34.39696106639109,3.78
18.374579999999995,3.78
12.651659456026982,3.78
33.4946,3.78
36.38252,3.78
23.133599999999994,3.78
27.22356,3.78
48.21999999999999,3.78
48.21999999999999,3.78
25.9686,3.78
30.99570000000001,3.78
15.259860000000002,3.78
32.47022,3.78
29.143819999999998,3.78
11.51766,3.78
32.30768,3.78
34.10696,3.78
32.6819,3.78
9.49158,3.78
27.5033,3.78
28.848979999999997,3.78
6.728400000000001,3.78
8.304659999999998,3.78
29.09846,3.78
30.86372,3.78
11.06028,3.78
28.34246,3.78
7.465499999999999,3.78
24.768119999999993,3.78
10.8864,3.78
13.84992,3.78
24.556579999999993,3.78
30.973339999999997,3.78
7.707419999999999,3.78
26.3315,3.78
24.902659999999997,3.78
2.4003,3.78
1.98828,3.78
19.82234,3.78
17.2973,3.78
17.165,3.78
16.291820000000005,3.78
0.0,0.0
16.22,3.78
16.22,3.78
0.1323,0.0
1.08108,0.0
17.23304,3.78
16.67738,3.78
0.6803999999999999,0.0
11.464999999999993,3.78
0.0,0.0
0.1512,0.0
16.09656000000001,3.78
0.31373999999999996,0.0
15.38721999999999,3.78
16.54508,3.78
0.44226,0.0
1.24362,0.0
18.926479999999998,3.78
19.57286,3.78
3.55698,0.0
12.386160000000022,3.78
19.671139999999998,3.78
20.67662,3.78
20.383079999999996,3.78
0.3061799999999999,3.78
19.04366,3.78
10.814980000000014,3.78
21.45152,3.78
3.42846,3.78
5.103,3.78
25.74182,3.78
25.4999,3.78
5.484780000000001,3.78
20.515620000000023,3.78
7.3332,3.78
27.45038,3.78
8.19126,3.78
9.79776,3.78
32.19428,3.78
11.336219999999999,3.78
30.23624,3.78
11.661299999999999,3.78
34.22414,3.78
15.68322,3.78
39.63332,3.78
40.449799999999996,3.78
35.03305999999999,3.78
32.825540000000004,3.78
9.48402,3.78
27.75656,3.78
4.77792,3.78
23.806459999999998,3.78
1.2171600000000002,3.78
22.57418,3.78
4.68342,3.78
24.607819999999997,3.78
5.88546,3.78
27.102619999999998,3.78
8.3727,3.78
29.04176,3.78
7.2122399999999995,3.78
16.570600000000017,3.78
1.4212799999999999,3.78
22.207520000000002,3.78
0.8202599999999998,3.78
11.02666000000001,3.78
18.77528,3.78
19.633339999999997,3.78
2.8727999999999994,3.78
23.250799999999998,3.78
18.27254,3.78
18.18938,3.78
16.84748,3.78
0.32508,0.0
0.0,0.0
16.22,3.78
13.43596000000002,3.78
0.0,3.78
0.0,0.0
16.22,3.78
0.0,3.78
0.0,0.0
0.0,0.0
0.0,3.78
17.23304,3.78
2.9597399999999996,5.329070518200751e-15
19.24022,3.78
18.91136,3.78
1.580039999999999,3.78
21.633080000000007,3.78
2.128139999999999,3.78
1.168019999999999,3.78
21.48554,3.78
22.63466,3.78
23.6666,3.78
23.8934,3.78
26.717059999999996,3.78
13.97844,3.78
24.48306,3.78
45.405379999999994,3.78
24.25248,3.78
